#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 24 86.395602 48.277217 2330.689683 86.196636 nan nan 0 0 0
2 25 86.189092 48.574371 2359.469562 85.616104 nan nan 0 0 0
3 26 84.135370 49.069363 2407.802395 83.495353 nan nan 0 0 0
4 27 84.420521 48.860811 2387.378867 83.384744 nan nan 0 0 0
5 28 81.619180 49.365591 2436.961543 80.698800 nan nan 0 0 0
6 29 79.738320 48.816012 2383.003061 78.921834 nan nan 0 0 0
7 30 79.338459 49.514464 2451.682118 78.160999 nan nan 0 0 0
8 31 79.611816 49.659138 2466.029996 78.113971 nan nan 0 0 0
9 32 77.011171 49.971995 2497.200311 75.742584 nan nan 0 0 0
10 33 76.807958 49.614320 2461.580743 75.316863 nan nan 0 0 0
11 34 75.755969 49.756382 2475.697592 74.119187 nan nan 0 0 0
12 35 79.152645 50.093462 2509.354967 76.599717 nan nan 0 0 0
13 36 74.717376 50.599079 2560.266804 72.741659 nan nan 0 0 0
14 37 73.318103 49.966786 2496.679691 71.540739 nan nan 0 0 0
15 38 67.451956 49.001344 2401.131715 66.501929 nan nan 0 0 0
16 39 68.144393 48.740708 2375.656574 66.929070 nan nan 0 0 0
17 40 66.817537 48.842154 2385.556041 65.564890 nan nan 0 0 0
