#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 27 88.404489 49.367141 2437.114572 87.962025 nan nan 0 0 0
2 28 86.842194 49.421957 2442.529828 86.280128 nan nan 0 0 0
3 29 85.971960 49.329691 2433.418431 85.210436 nan nan 0 0 0
4 30 84.476636 49.601862 2460.344709 83.594247 nan nan 0 0 0
5 31 84.869234 49.816919 2481.725419 83.587916 nan nan 0 0 0
6 32 80.745801 49.624369 2462.577991 79.900492 nan nan 0 0 0
7 33 83.063950 49.569648 2457.149989 81.570491 nan nan 0 0 0
8 34 78.422480 50.101334 2510.143682 77.399656 nan nan 0 0 0
9 35 77.617734 49.728024 2472.876392 76.528881 nan nan 0 0 0
10 36 77.605654 49.839424 2483.968203 76.234079 nan nan 0 0 0
11 37 80.351519 50.001229 2500.122932 78.292886 nan nan 0 0 0
12 38 73.125729 49.098084 2410.621823 72.206839 nan nan 0 0 0
13 39 75.095552 50.246015 2524.662061 73.509733 nan nan 0 0 0
14 40 72.726478 49.100186 2410.828304 71.425677 nan nan 0 0 0
