#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 7 80.357667 49.168001 2417.492356 79.272296 nan nan 0 0 0
2 8 73.975336 49.079934 2408.839954 73.062507 nan nan 0 0 0
3 9 71.165077 48.318258 2334.654053 70.024392 nan nan 0 0 0
4 10 67.518660 47.988516 2302.897699 66.305072 nan nan 0 0 0
5 11 65.884851 47.497383 2256.001347 64.449717 nan nan 0 0 0
6 12 63.293810 47.381511 2245.007545 61.779059 nan nan 0 0 0
7 13 62.463178 46.810562 2191.228737 60.729982 nan nan 0 0 0
8 14 60.966395 47.115500 2219.870300 59.073364 4.931072 24.315471 0 0 0
9 15 59.796707 46.679498 2178.975531 57.773912 14.056785 197.593215 0 0 0
10 16 58.905150 47.311438 2238.372160 56.605973 19.087103 364.317518 0 0 0
11 17 57.266774 46.862533 2196.096972 54.958959 21.593781 466.291380 0 0 0
12 18 56.235640 46.888314 2198.514028 53.842687 23.803717 566.616925 0 0 0
13 19 56.211439 47.504760 2256.702256 53.451194 25.816180 666.475152 0 0 0
14 20 54.650374 46.932395 2202.649698 52.004132 26.738934 714.970589 0 0 0
15 21 54.128885 47.108446 2219.205730 51.345237 27.977774 782.755853 0 0 0
16 22 53.696726 47.407781 2247.497712 50.774424 29.082666 845.801465 0 0 0
17 23 52.214181 46.815662 2191.706241 49.418640 29.421317 865.613881 0 0 0
18 24 53.065779 47.608854 2266.603027 49.901667 30.599745 936.344413 0 0 0
19 25 51.760335 46.598549 2171.424731 48.834728 30.597241 936.191146 0 0 0
20 26 52.524270 47.723193 2277.503154 49.166218 31.742951 1007.614949 0 0 0
21 27 49.518576 45.692372 2087.792829 46.769990 30.923200 956.244268 0 0 0
22 28 51.050949 47.158842 2223.956365 47.820581 32.290782 1042.694619 0 0 0
23 29 49.436640 45.370091 2058.445168 46.593794 31.475985 990.737610 0 0 0
24 30 49.993468 46.267370 2140.669568 46.856701 32.391881 1049.233947 0 0 0
25 31 49.070277 45.792825 2096.982795 46.035742 32.383238 1048.674109 0 0 0
26 32 49.830326 45.974514 2113.655924 46.619564 32.810667 1076.539870 0 0 0
27 33 46.949765 44.009201 1936.809783 44.275510 31.621578 999.924206 0 0 0
28 34 47.014899 44.377828 1969.391648 44.290507 32.270602 1041.391731 0 0 0
29 35 47.355503 44.686773 1996.907712 44.572427 32.911250 1083.150363 0 0 0
30 36 45.346890 42.902283 1840.605871 43.009863 31.901243 1017.689303 0 0 0
31 37 44.016025 42.195138 1780.429630 41.704672 31.407673 986.441904 0 0 0
32 38 44.187310 41.108602 1689.917180 42.126435 31.274370 978.086195 0 0 0
33 39 47.220299 40.308643 1624.786717 44.901229 30.922644 956.209900 0 0 0
34 40 43.975050 40.473263 1638.085018 41.937467 31.391088 985.400392 0 0 0
