#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 23 87.041434 47.804827 2285.301462 86.725329 nan nan 0 0 0
2 24 86.494022 48.607669 2362.705485 85.871218 nan nan 0 0 0
3 25 84.784157 48.304660 2333.340173 84.066783 nan nan 0 0 0
4 26 84.715080 48.764275 2377.954544 83.577560 nan nan 0 0 0
5 27 83.871716 49.137684 2414.512010 82.498679 nan nan 0 0 0
6 28 81.294173 48.976690 2398.716142 80.015122 nan nan 0 0 0
7 29 81.261968 48.739999 2375.587548 79.752941 nan nan 0 0 0
8 30 78.991166 48.628769 2364.757214 77.549156 nan nan 0 0 0
9 31 80.670324 49.171063 2417.793390 78.605811 nan nan 0 0 0
10 32 76.104938 49.429963 2443.321260 74.524888 nan nan 0 0 0
11 33 77.401301 49.083216 2409.162128 75.513063 nan nan 0 0 0
12 34 73.541160 49.216141 2422.228556 71.973556 nan nan 0 0 0
13 35 71.626295 48.483998 2350.698100 70.244799 nan nan 0 0 0
14 36 73.297982 49.240789 2424.655298 71.333947 nan nan 0 0 0
15 37 75.850297 49.058048 2406.692068 73.417374 nan nan 0 0 0
16 38 67.554192 48.619826 2363.887468 66.322172 nan nan 0 0 0
17 39 71.588907 49.946099 2494.612794 69.362896 nan nan 0 0 0
18 40 68.672033 48.724003 2374.028512 66.767529 nan nan 0 0 0
