#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 2 51.120258 43.140203 1861.077111 48.056047 18.772492 352.406464 0 0 0
2 3 36.617025 36.703438 1347.142365 35.474512 25.792988 665.278240 0 0 0
3 4 29.669313 33.708900 1136.289968 29.062739 26.351045 694.377557 0 0 0
4 5 25.929579 32.568936 1060.735613 25.453220 26.547953 704.793810 0 0 0
5 6 23.420423 31.790862 1010.658895 22.986680 26.435316 698.825913 0 0 0
6 7 21.904697 31.873397 1015.913437 21.396613 26.656083 710.546749 0 0 0
7 8 20.840393 31.840663 1013.827831 20.281847 26.779462 717.139585 0 0 0
8 9 19.821373 31.618114 999.705149 19.233095 26.664317 710.985823 0 0 0
9 10 19.184411 31.750523 1008.095716 18.526836 26.771390 716.707299 0 0 0
10 11 18.695290 31.925876 1019.261541 17.966006 26.895848 723.386654 0 0 0
11 12 18.233917 32.022039 1025.410980 17.447915 26.956925 726.675817 0 0 0
12 13 17.903318 32.054599 1027.497314 17.078620 27.032288 730.744575 0 0 0
13 14 17.294714 31.609411 999.154836 16.489966 26.721640 714.046026 0 0 0
14 15 16.973888 31.677497 1003.463791 16.121217 26.714659 713.673021 0 0 0
15 16 16.651465 31.482465 991.145619 15.794928 26.593504 707.214464 0 0 0
16 17 16.178721 31.241426 976.026698 15.313386 26.325182 693.015219 0 0 0
17 18 16.032769 31.257925 977.057878 15.137963 26.330462 693.293225 0 0 0
18 19 15.897083 31.267517 977.657604 14.976813 26.338640 693.723974 0 0 0
19 20 15.775025 31.277046 978.253627 14.823217 26.293660 691.356538 0 0 0
20 21 15.570734 31.095887 966.954188 14.620943 26.178558 685.316905 0 0 0
21 22 15.499362 31.010299 961.638654 14.544074 26.156950 684.186008 0 0 0
22 23 15.175425 30.762348 946.322082 14.226446 25.927593 672.240058 0 0 0
23 24 14.870600 30.642918 938.988446 13.917659 25.803516 665.821414 0 0 0
24 25 14.845745 30.425372 925.703237 13.911424 25.734116 662.244714 0 0 0
25 26 14.595019 30.246156 914.829947 13.667940 25.618302 656.297415 0 0 0
26 27 14.537116 30.388821 923.480441 13.579005 25.730402 662.053592 0 0 0
27 28 14.556570 30.159293 909.582928 13.617212 25.638474 657.331354 0 0 0
28 29 14.364678 29.837052 890.249678 13.442231 25.331456 641.682681 0 0 0
29 30 14.290779 29.779539 886.820935 13.371984 25.373004 643.789347 0 0 0
30 31 14.458996 29.825080 889.535420 13.542735 25.598468 655.281579 0 0 0
31 32 14.954403 30.161772 909.732481 13.997261 25.998071 675.899694 0 0 0
32 33 14.724360 29.872832 892.386071 13.779897 25.704902 660.741980 0 0 0
33 34 14.862773 29.676325 880.684269 13.935046 25.660051 658.438199 0 0 0
34 35 16.423604 31.290180 979.075357 15.332547 27.202854 739.995242 0 0 0
35 36 15.953488 30.566066 934.284392 14.939542 26.677807 711.705378 0 0 0
36 37 15.764146 29.373480 862.801321 14.870939 25.872535 669.388059 0 0 0
37 38 16.842431 29.463931 868.123206 15.964739 26.379945 695.901522 0 0 0
38 39 21.390192 31.593851 998.171426 20.248764 28.557482 815.529777 0 0 0
39 40 22.167049 32.621813 1064.182714 20.898100 29.427926 866.002839 0 0 0
