#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 5 68.384380 47.447017 2251.219417 68.025712 nan nan 0 0 0
2 6 61.009318 47.027228 2211.560176 61.072612 nan nan 0 0 0
3 7 56.768202 46.865115 2196.338983 56.699468 nan nan 0 0 0
4 8 53.638515 46.518785 2163.997335 53.418278 nan nan 0 0 0
5 9 51.307508 46.102661 2125.455376 50.913643 nan nan 0 0 0
6 10 49.362607 45.719317 2090.255960 48.819821 16.077880 258.498235 0 0 0
7 11 47.360164 45.034866 2028.139161 46.765285 20.724506 429.505132 0 0 0
8 12 46.676406 45.411809 2062.232378 45.773029 24.231839 587.182027 0 0 0
9 13 45.948301 44.939201 2019.531820 44.935379 26.145401 683.581972 0 0 0
10 14 45.049126 45.217047 2044.581349 43.821844 27.880549 777.324986 0 0 0
11 15 43.863140 44.847534 2011.301299 42.562625 28.760137 827.145480 0 0 0
12 16 42.920020 44.639744 1992.706779 41.562320 29.569210 874.338199 0 0 0
13 17 42.030382 44.651797 1993.782943 40.521018 30.225111 913.557356 0 0 0
14 18 41.464989 44.521358 1982.151303 39.882499 30.777542 947.257087 0 0 0
15 19 40.865951 44.639851 1992.716339 39.133354 31.316500 980.723168 0 0 0
16 20 40.393970 44.690926 1997.278834 38.581961 31.792578 1010.767986 0 0 0
17 21 40.236974 44.636810 1992.444814 38.308269 32.143149 1033.182050 0 0 0
18 22 40.135272 44.951753 2020.660124 38.066925 32.691094 1068.707618 0 0 0
19 23 38.766103 43.785018 1917.127769 36.892838 32.202974 1037.031520 0 0 0
20 24 39.383485 44.809028 2007.848966 37.185414 33.096392 1095.371135 0 0 0
21 25 38.563979 43.721412 1911.561854 36.525366 32.651932 1066.148649 0 0 0
22 26 39.799043 45.317723 2053.695992 37.322147 33.926164 1150.984625 0 0 0
23 27 37.612043 42.898757 1840.303327 35.615211 32.476501 1054.723097 0 0 0
24 28 39.009607 44.391201 1970.578691 36.627285 33.738220 1138.267519 0 0 0
25 29 37.431257 42.485413 1805.010282 35.385179 32.578493 1061.358176 0 0 0
26 30 38.533500 43.881424 1925.579344 36.128460 33.699324 1135.644471 0 0 0
27 31 37.334591 42.948826 1844.601686 35.118805 33.181493 1101.011494 0 0 0
28 32 38.589577 43.398044 1883.390255 36.186930 33.777422 1140.914217 0 0 0
29 33 36.874076 42.011369 1764.955126 34.770317 32.858780 1079.699408 0 0 0
30 34 37.262420 41.792417 1746.606092 35.188584 33.073121 1093.831362 0 0 0
31 35 36.911676 41.758375 1743.761892 34.800121 33.103915 1095.869165 0 0 0
32 36 35.330690 39.985824 1598.866096 33.594009 32.118604 1031.604728 0 0 0
33 37 36.916911 40.362451 1629.127430 34.938202 32.468697 1054.216280 0 0 0
34 38 37.952363 38.509366 1482.971272 36.227758 31.676049 1003.372098 0 0 0
35 39 41.288370 39.798788 1583.943514 39.084455 32.702580 1069.458711 0 0 0
36 40 37.645398 38.067678 1449.148146 35.921346 31.614366 999.468119 0 0 0
