#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 22 87.168801 46.956124 2204.877627 86.820590 nan nan 0 0 0
2 23 85.257292 47.709783 2276.223426 84.731923 nan nan 0 0 0
3 24 82.609950 47.436384 2250.210574 82.130387 nan nan 0 0 0
4 25 83.086456 48.211104 2324.310538 82.081527 nan nan 0 0 0
5 26 80.400078 48.316075 2334.443076 79.518430 nan nan 0 0 0
6 27 80.681571 48.578081 2359.830000 79.429678 nan nan 0 0 0
7 28 78.039972 48.876544 2388.916520 76.903945 nan nan 0 0 0
8 29 76.345185 48.419065 2344.405849 75.244109 nan nan 0 0 0
9 30 76.075809 49.061599 2407.040498 74.668560 nan nan 0 0 0
10 31 76.595763 49.287277 2429.235702 74.846805 nan nan 0 0 0
11 32 74.640834 50.010655 2501.065653 72.982281 nan nan 0 0 0
12 33 74.840546 49.633137 2463.448248 72.934103 nan nan 0 0 0
13 34 73.841807 49.783221 2478.369054 71.816499 nan nan 0 0 0
14 35 76.445453 49.892878 2489.299292 73.713919 nan nan 0 0 0
15 36 71.979061 50.111465 2511.158896 69.860847 nan nan 0 0 0
16 37 70.464252 49.587559 2458.926028 68.524996 nan nan 0 0 0
17 38 65.435126 48.572859 2359.322648 64.208739 nan nan 0 0 0
18 39 66.096840 48.271489 2330.136633 64.590243 nan nan 0 0 0
19 40 63.997839 48.125258 2316.040473 62.652611 nan nan 0 0 0
