#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 6 77.396057 50.006075 2500.607536 76.248246 nan nan 0 0 0
2 7 70.605329 49.417047 2442.044523 69.693151 nan nan 0 0 0
3 8 67.312469 49.335456 2433.987222 66.134505 nan nan 0 0 0
4 9 63.905339 48.943872 2395.502586 62.575950 nan nan 0 0 0
5 10 62.610347 49.048142 2405.720279 60.894751 nan nan 0 0 0
6 11 60.415738 48.659945 2367.790282 58.588168 nan nan 0 0 0
7 12 59.466839 48.902305 2391.435481 57.322698 14.160846 200.529570 0 0 0
8 13 58.668653 49.219085 2422.518280 56.222953 20.257925 410.383532 0 0 0
9 14 57.451106 48.830381 2384.406150 54.951164 23.500064 552.252987 0 0 0
10 15 56.122490 48.676106 2369.363280 53.546623 25.840675 667.740486 0 0 0
11 16 55.058648 48.285439 2331.483608 52.472510 27.437395 752.810655 0 0 0
12 17 53.830132 48.139376 2317.399549 51.167666 28.701188 823.758167 0 0 0
13 18 52.685263 47.835991 2288.282035 50.024932 29.595085 875.869046 0 0 0
14 19 51.852020 47.954853 2299.667889 49.046527 30.536401 932.471778 0 0 0
15 20 51.208019 47.769911 2281.964353 48.349922 31.160188 970.957337 0 0 0
16 21 50.049093 47.370095 2243.925882 47.218912 31.488508 991.526112 0 0 0
17 22 49.756975 47.210763 2228.856127 46.852522 31.939112 1020.106881 0 0 0
18 23 49.092819 46.855856 2195.471278 46.185881 32.179112 1035.495263 0 0 0
19 24 48.566124 46.782065 2188.561628 45.613588 32.532234 1058.346219 0 0 0
20 25 47.299707 46.216953 2136.006790 44.448290 32.511025 1056.966731 0 0 0
21 26 46.691836 46.048531 2120.467187 43.857137 32.790239 1075.199785 0 0 0
22 27 46.114697 45.316928 2053.624006 43.380013 32.613035 1063.610055 0 0 0
23 28 45.881377 45.649579 2083.884062 43.029016 33.136692 1098.040365 0 0 0
24 29 45.898288 46.201243 2134.554816 42.837403 33.600140 1128.969392 0 0 0
25 30 44.920079 44.454723 1976.222428 42.244252 32.921111 1083.799566 0 0 0
26 31 44.376924 43.910923 1928.169130 41.775166 32.703661 1069.529427 0 0 0
27 32 43.982428 43.464395 1889.153643 41.437629 32.684718 1068.290805 0 0 0
28 33 44.590696 44.502136 1980.440066 41.757609 33.493165 1121.792103 0 0 0
29 34 43.420423 42.648029 1818.854407 40.945347 32.567410 1060.636189 0 0 0
30 35 43.780575 43.185817 1865.014771 41.121455 32.990077 1088.345186 0 0 0
31 36 41.346472 40.645084 1652.022874 39.231857 31.339205 982.145749 0 0 0
32 37 43.573661 41.148534 1693.201876 41.236313 31.996934 1023.803810 0 0 0
33 38 39.663822 39.193083 1536.097731 37.904435 30.966224 958.907053 0 0 0
34 39 42.554133 39.653357 1572.388684 40.446297 31.466837 990.161848 0 0 0
35 40 44.603792 41.746350 1742.757724 41.919392 32.783862 1074.781593 0 0 0
