  # July 4, 2014 12:22:22
 # jmin,jmax    0   50
 # Eau     0.00200000
 # r0,ra,rb,rdel,tol,Bau,mu   3.5000  25.0000  25.0000   4.0000  1.0000E-03  3.0130E-07  6.8548E+03
 # parity bigJ  0  0        1  0        1  1        2  0        2  1        2  2        3  0        3  1        3  2        3  3
 # jmin,jmax,maxlamb are            0          50         100
 # j and jp are           3           4
 # lam  B-lambda(j,jp)  angle
#    1    172.8312     14.4775
#    2      0.0158     32.9499
#    3     33.1929     49.7970
#    4      0.0069     67.2135
#    5     17.6825     86.2990
#    6      0.0036    108.8292
#    7     18.6157    140.7685
  -4  -3               65.1168   0
  -4  -2               13.9120   1
  -4  -1               12.4010   2
  -4   0                8.6426   3
  -4   1                9.4178   4
  -4   2                7.9802   5
  -4   3               18.6157   6
#
  -3  -3               26.7132   7
  -3  -2               50.4268   8
  -3  -1                8.6523   9
  -3   0               15.4429  10
  -3   1                6.4580  11
  -3   2               17.7538  12
  -3   3               10.6391  13
#
  -2  -3               14.9313  14
  -2  -2               31.2905  15
  -2  -1               42.1696  16
  -2   0                5.8069  17
  -2   1               20.5365  18
  -2   2               12.2212  19
  -2   3                9.1302  20
#
  -1  -3               11.2206  21
  -1  -2               16.9976  22
  -1  -1               37.9529  23
  -1   0               32.3738  24
  -1   1               17.0471  25
  -1   2               11.5073  26
  -1   3                8.9869  27
#
   0  -3                9.6141  28
   0  -2               12.8785  29
   0  -1               20.3327  30
   0   0               50.4354  31
   0   1               20.3327  32
   0   2               12.8785  33
   0   3                9.6141  34
#
   1  -3                8.9869  35
   1  -2               11.5073  36
   1  -1               17.0471  37
   1   0               32.3738  38
   1   1               37.9529  39
   1   2               16.9976  40
   1   3               11.2206  41
#
   2  -3                9.1302  42
   2  -2               12.2212  43
   2  -1               20.5365  44
   2   0                5.8069  45
   2   1               42.1696  46
   2   2               31.2905  47
   2   3               14.9313  48
#
   3  -3               10.6391  49
   3  -2               17.7538  50
   3  -1                6.4580  51
   3   0               15.4429  52
   3   1                8.6523  53
   3   2               50.4268  54
   3   3               26.7132  55
#
   4  -3               18.6157  56
   4  -2                7.9802  57
   4  -1                9.4178  58
   4   0                8.6426  59
   4   1               12.4010  60
   4   2               13.9120  61
   4   3               65.1168  62
#
