  # July 4, 2014 12:22:22
 # jmin,jmax    0   50
 # Eau     0.00200000
 # r0,ra,rb,rdel,tol,Bau,mu   3.5000  25.0000  25.0000   4.0000  1.0000E-03  3.0130E-07  6.8548E+03
 # parity bigJ  0  0        1  0        1  1        2  0        2  1        2  2        3  0        3  1        3  2        3  3
 # jmin,jmax,maxlamb are            0          50         100
 # j and jp are           1           3
 # lam  B-lambda(j,jp)  angle
#    2    301.8013     35.2644
#    3      0.0454     78.2218
#    4     65.9733    127.7612
  -3  -1              217.9399   0
  -3   0               16.5274   1
  -3   1               65.9733   2
#
  -2  -1              150.8024   3
  -2   0              100.1469   4
  -2   1               49.4913   5
#
  -1  -1              100.3888   6
  -1   0              150.3185   7
  -1   1               49.7333   8
#
   0  -1               66.6991   9
   0   0              167.0424  10
   0   1               66.6991  11
#
   1  -1               49.7333  12
   1   0              150.3185  13
   1   1              100.3888  14
#
   2  -1               49.4913  15
   2   0              100.1469  16
   2   1              150.8024  17
#
   3  -1               65.9733  18
   3   0               16.5274  19
   3   1              217.9399  20
#
