  # July 4, 2014 12:22:22
 # jmin,jmax    0   50
 # Eau     0.00200000
 # r0,ra,rb,rdel,tol,Bau,mu   3.5000  25.0000  25.0000   4.0000  1.0000E-03  3.0130E-07  6.8548E+03
 # parity bigJ  0  0        1  0        1  1        2  0        2  1        2  2        3  0        3  1        3  2        3  3
 # jmin,jmax,maxlamb are            0          50         100
 # j and jp are          40          41
 # lam  B-lambda(j,jp)  angle
#    1   1476.0861      1.3976
#    2     22.9717      3.1256
#    3    267.9764      4.6368
#    4     16.5341      6.0951
#    5    117.1166      7.5321
#    6     10.1313      8.9585
#    7     65.6352     10.3795
#    8      7.4330     11.7978
#    9     43.0021     13.2148
#   10      5.9609     14.6318
#   11     30.5824     16.0494
#   12      4.5136     17.4684
#   13     21.3755     18.8891
#   14      3.3896     20.3120
#   15     15.5474     21.7375
#   16      2.3674     23.1660
#   17     11.4207     24.5976
#   18      1.7478     26.0329
#   19      7.8897     27.4720
#   20      1.4275     28.9154
#   21      5.7447     30.3632
#   22      1.1515     31.8158
#   23      4.5344     33.2735
#   24      0.9534     34.7367
#   25      3.3891     36.2056
#   26      0.8154     37.6805
#   27      2.5560     39.1619
#   28      0.6393     40.6500
#   29      2.0944     42.1453
#   30      0.3989     43.6480
#   31      1.6933     45.1586
#   32      0.2060     46.6774
#   33      1.2584     48.2049
#   34      0.1185     49.7416
#   35      0.9893     51.2878
#   36      0.0797     52.8440
#   37      0.9100     54.4108
#   38      0.0564     55.9886
#   39      0.7456     57.5781
#   40      0.0413     59.1797
#   41      0.4748     60.7941
#   42      0.0291     62.4219
#   43      0.2927     64.0638
#   44      0.0191     65.7206
#   45      0.1976     67.3929
#   46      0.0122     69.0817
#   47      0.1149     70.7877
#   48      0.0079     72.5120
#   49      0.0675     74.2555
#   50      0.0045     76.0193
#   51      0.0488     77.8046
#   52      0.0019     79.6126
#   53      0.0264     81.4446
#   54      0.0005     83.3022
#   55      0.0075     85.1870
#   56      0.0001     87.1007
#   57      0.0010     89.0453
#   58      0.0000     91.0229
#   59      0.0001     93.0358
#   60      0.0000     95.0868
#   61      0.0000     97.1786
#   62      0.0000     99.3147
#   63      0.0000    101.4987
#   64      0.0000    103.7349
#   65      0.0000    106.0281
#   66      0.0000    108.3839
#   67      0.0000    110.8089
#   68      0.0000    113.3106
#   69      0.0000    115.8983
#   70      0.0000    118.5829
#   71      0.0000    121.3778
#   72      0.0000    124.2998
#   73      0.0000    127.3702
#   74      0.0000    130.6168
#   75      0.0000    134.0771
#   76      0.0000    137.8040
#   77      0.0000    141.8755
#   78      0.0000    146.4170
#   79      0.0000    151.6539
#   80      0.0000    158.0791
#   81      0.0000    167.3956
 -41 -40              101.9796   0
 -41 -39               23.1681   1
 -41 -38               12.8028   2
 -41 -37                8.3423   3
 -41 -36                5.8593   4
 -41 -35                4.3148   5
 -41 -34                3.2970   6
 -41 -33                2.5957   7
 -41 -32                2.0913   8
 -41 -31                1.7135   9
 -41 -30                1.4206  10
 -41 -29                1.1879  11
 -41 -28                1.0003  12
 -41 -27                0.8477  13
 -41 -26                0.7231  14
 -41 -25                0.6207  15
 -41 -24                0.5356  16
 -41 -23                0.4638  17
 -41 -22                0.4019  18
 -41 -21                0.3473  19
 -41 -20                0.2985  20
 -41 -19                0.2546  21
 -41 -18                0.2152  22
 -41 -17                0.1802  23
 -41 -16                0.1497  24
 -41 -15                0.1236  25
 -41 -14                0.1014  26
 -41 -13                0.0829  27
 -41 -12                0.0677  28
 -41 -11                0.0551  29
 -41 -10                0.0448  30
 -41  -9                0.0363  31
 -41  -8                0.0293  32
 -41  -7                0.0236  33
 -41  -6                0.0188  34
 -41  -5                0.0148  35
 -41  -4                0.0115  36
 -41  -3                0.0088  37
 -41  -2                0.0065  38
 -41  -1                0.0048  39
 -41   0                0.0034  40
 -41   1                0.0023  41
 -41   2                0.0015  42
 -41   3                0.0010  43
 -41   4                0.0006  44
 -41   5                0.0003  45
 -41   6                0.0002  46
 -41   7                0.0001  47
 -41   8                0.0001  48
 -41   9                0.0000  49
 -41  10                0.0000  50
 -41  11                0.0000  51
 -41  12                0.0000  52
 -41  13                0.0000  53
 -41  14                0.0000  54
 -41  15                0.0000  55
 -41  16                0.0000  56
 -41  17                0.0000  57
 -41  18                0.0000  58
 -41  19                0.0000  59
 -41  20                0.0000  60
 -41  21                0.0000  61
 -41  22                0.0000  62
 -41  23                0.0000  63
 -41  24                0.0000  64
 -41  25                0.0000  65
 -41  26                0.0000  66
 -41  27                0.0000  67
 -41  28                0.0000  68
 -41  29                0.0000  69
 -41  30                0.0000  70
 -41  31                0.0000  71
 -41  32                0.0000  72
 -41  33                0.0000  73
 -41  34                0.0000  74
 -41  35                0.0000  75
 -41  36                0.0000  76
 -41  37                0.0000  77
 -41  38                0.0000  78
 -41  39                0.0000  79
 -41  40                0.0000  80
#
 -40 -40               25.0903  81
 -40 -39               80.0853  82
 -40 -38               20.0462  83
 -40 -37               11.7448  84
 -40 -36                8.0279  85
 -40 -35                5.8873  86
 -40 -34                4.4521  87
 -40 -33                3.4335  88
 -40 -32                2.6976  89
 -40 -31                2.1634  90
 -40 -30                1.7718  91
 -40 -29                1.4782  92
 -40 -28                1.2504  93
 -40 -27                1.0666  94
 -40 -26                0.9122  95
 -40 -25                0.7785  96
 -40 -24                0.6614  97
 -40 -23                0.5600  98
 -40 -22                0.4745  99
 -40 -21                0.4049 100
 -40 -20                0.3497 101
 -40 -19                0.3061 102
 -40 -18                0.2705 103
 -40 -17                0.2397 104
 -40 -16                0.2114 105
 -40 -15                0.1845 106
 -40 -14                0.1589 107
 -40 -13                0.1349 108
 -40 -12                0.1131 109
 -40 -11                0.0938 110
 -40 -10                0.0772 111
 -40  -9                0.0631 112
 -40  -8                0.0514 113
 -40  -7                0.0417 114
 -40  -6                0.0339 115
 -40  -5                0.0276 116
 -40  -4                0.0226 117
 -40  -3                0.0185 118
 -40  -2                0.0152 119
 -40  -1                0.0125 120
 -40   0                0.0101 121
 -40   1                0.0080 122
 -40   2                0.0061 123
 -40   3                0.0045 124
 -40   4                0.0032 125
 -40   5                0.0022 126
 -40   6                0.0014 127
 -40   7                0.0009 128
 -40   8                0.0005 129
 -40   9                0.0003 130
 -40  10                0.0001 131
 -40  11                0.0001 132
 -40  12                0.0000 133
 -40  13                0.0000 134
 -40  14                0.0000 135
 -40  15                0.0000 136
 -40  16                0.0000 137
 -40  17                0.0000 138
 -40  18                0.0000 139
 -40  19                0.0000 140
 -40  20                0.0000 141
 -40  21                0.0000 142
 -40  22                0.0000 143
 -40  23                0.0000 144
 -40  24                0.0000 145
 -40  25                0.0000 146
 -40  26                0.0000 147
 -40  27                0.0000 148
 -40  28                0.0000 149
 -40  29                0.0000 150
 -40  30                0.0000 151
 -40  31                0.0000 152
 -40  32                0.0000 153
 -40  33                0.0000 154
 -40  34                0.0000 155
 -40  35                0.0000 156
 -40  36                0.0000 157
 -40  37                0.0000 158
 -40  38                0.0000 159
 -40  39                0.0000 160
 -40  40                0.0000 161
#
 -39 -40               13.3290 162
 -39 -39               23.1805 163
 -39 -38               70.2783 164
 -39 -37               18.3913 165
 -39 -36               11.1709 166
 -39 -35                7.7180 167
 -39 -34                5.7663 168
 -39 -33                4.4618 169
 -39 -32                3.5205 170
 -39 -31                2.8116 171
 -39 -30                2.2703 172
 -39 -29                1.8569 173
 -39 -28                1.5379 174
 -39 -27                1.2864 175
 -39 -26                1.0850 176
 -39 -25                0.9238 177
 -39 -24                0.7954 178
 -39 -23                0.6916 179
 -39 -22                0.6036 180
 -39 -21                0.5246 181
 -39 -20                0.4520 182
 -39 -19                0.3864 183
 -39 -18                0.3301 184
 -39 -17                0.2845 185
 -39 -16                0.2491 186
 -39 -15                0.2215 187
 -39 -14                0.1984 188
 -39 -13                0.1772 189
 -39 -12                0.1564 190
 -39 -11                0.1358 191
 -39 -10                0.1160 192
 -39  -9                0.0978 193
 -39  -8                0.0817 194
 -39  -7                0.0680 195
 -39  -6                0.0563 196
 -39  -5                0.0463 197
 -39  -4                0.0379 198
 -39  -3                0.0308 199
 -39  -2                0.0249 200
 -39  -1                0.0201 201
 -39   0                0.0164 202
 -39   1                0.0135 203
 -39   2                0.0111 204
 -39   3                0.0092 205
 -39   4                0.0074 206
 -39   5                0.0058 207
 -39   6                0.0043 208
 -39   7                0.0031 209
 -39   8                0.0021 210
 -39   9                0.0013 211
 -39  10                0.0008 212
