  # July 4, 2014 12:22:22
 # jmin,jmax    0   50
 # Eau     0.00200000
 # r0,ra,rb,rdel,tol,Bau,mu   3.5000  25.0000  25.0000   4.0000  1.0000E-03  3.0130E-07  6.8548E+03
 # parity bigJ  0  0        1  0        1  1        2  0        2  1        2  2        3  0        3  1        3  2        3  3
 # jmin,jmax,maxlamb are            0          50         100
 # j and jp are           2           4
 # lam  B-lambda(j,jp)  angle
#    2    430.6721     24.0948
#    3      0.1617     50.2820
#    4     64.1513     74.1058
#    5      0.0344    100.5197
#    6     34.8065    136.9113
  -4  -2              246.3820   0
  -4  -1               25.2070   1
  -4   0               35.8368   2
  -4   1               11.6251   3
  -4   2               34.8065   4
#
  -3  -2              135.7945   5
  -3  -1              143.7668   6
  -3   0                9.7057   7
  -3   1               41.3746   8
  -3   2               23.2158   9
#
  -2  -2               74.8795  10
  -2  -1              151.7827  11
  -2   0               65.8008  12
  -2   1               39.6137  13
  -2   2               21.7808  14
#
  -1  -2               44.5907  15
  -1  -1              112.2670  16
  -1   0              129.3619  17
  -1   1               43.0103  18
  -1   2               24.6275  19
#
   0  -2               30.8661  20
   0  -1               68.2961  21
   0   0              155.5330  22
   0   1               68.2961  23
   0   2               30.8661  24
#
   1  -2               24.6275  25
   1  -1               43.0103  26
   1   0              129.3619  27
   1   1              112.2670  28
   1   2               44.5907  29
#
   2  -2               21.7808  30
   2  -1               39.6137  31
   2   0               65.8008  32
   2   1              151.7827  33
   2   2               74.8795  34
#
   3  -2               23.2158  35
   3  -1               41.3746  36
   3   0                9.7057  37
   3   1              143.7668  38
   3   2              135.7945  39
#
   4  -2               34.8065  40
   4  -1               11.6251  41
   4   0               35.8368  42
   4   1               25.2070  43
   4   2              246.3820  44
#
