  # July 4, 2014 12:22:22
 # jmin,jmax    0   50
 # Eau     0.00200000
 # r0,ra,rb,rdel,tol,Bau,mu   3.5000  25.0000  25.0000   4.0000  1.0000E-03  3.0130E-07  6.8548E+03
 # parity bigJ  0  0        1  0        1  1        2  0        2  1        2  2        3  0        3  1        3  2        3  3
 # jmin,jmax,maxlamb are            0          50         100
 # j and jp are           0           2
 # lam  B-lambda(j,jp)  angle
#    2    167.7896      0.0000
  -2   0              167.7896   0
#
  -1   0              167.7896   1
#
   0   0              167.7896   2
#
   1   0              167.7896   3
#
   2   0              167.7896   4
#
