  # July 4, 2014 12:22:22
 # jmin,jmax    0   50
 # Eau     0.00200000
 # r0,ra,rb,rdel,tol,Bau,mu   3.5000  25.0000  25.0000   4.0000  1.0000E-03  3.0130E-07  6.8548E+03
 # parity bigJ  0  0        1  0        1  1        2  0        2  1        2  2        3  0        3  1        3  2        3  3
 # jmin,jmax,maxlamb are            0          50         100
 # j and jp are           3           5
 # lam  B-lambda(j,jp)  angle
#    2    557.4624     18.4349
#    3      0.3755     37.7612
#    4     75.8258     54.5670
#    5      0.0947     71.5651
#    6     27.7431     90.0000
#    7      0.0165    111.6498
#    8     20.5524    142.2388
  -5  -3              265.8102   0
  -5  -2               30.1687   1
  -5  -1               28.9639   2
  -5   0               12.6585   3
  -5   1               14.4663   4
  -5   2                7.7175   5
  -5   3               20.5524   6
#
  -4  -3              124.4253   7
  -4  -2              170.3488   8
  -4  -1               10.6023   9
  -4   0               34.3943  10
  -4   1                5.5481  11
  -4   2               22.1673  12
  -4   3               12.8514  13
#
  -3  -3               61.1860  14
  -3  -2              144.1707  15
  -3  -1              105.0108  16
  -3   0               11.3776  17
  -3   1               29.0572  18
  -3   2               17.8568  19
  -3   3               11.6784  20
#
  -2  -3               34.5027  21
  -2  -2               87.4743  22
  -2  -1              145.3172  23
  -2   0               49.7715  24
  -2   1               33.1824  25
  -2   2               17.7462  26
  -2   3               12.3432  27
#
  -1  -3               22.9823  28
  -1  -2               48.1845  29
  -1  -1              118.2592  30
  -1   0              116.5191  31
  -1   1               38.3149  32
  -1   2               22.0065  33
  -1   3               14.0708  34
#
   0  -3               17.2704  35
   0  -2               29.8319  36
   0  -1               68.9508  37
   0   0              148.2313  38
   0   1               68.9508  39
   0   2               29.8319  40
   0   3               17.2704  41
#
   1  -3               14.0708  42
   1  -2               22.0065  43
   1  -1               38.3149  44
   1   0              116.5191  45
   1   1              118.2592  46
   1   2               48.1845  47
   1   3               22.9823  48
#
   2  -3               12.3432  49
   2  -2               17.7462  50
   2  -1               33.1824  51
   2   0               49.7715  52
   2   1              145.3172  53
   2   2               87.4743  54
   2   3               34.5027  55
#
   3  -3               11.6784  56
   3  -2               17.8568  57
   3  -1               29.0572  58
   3   0               11.3776  59
   3   1              105.0108  60
   3   2              144.1707  61
   3   3               61.1860  62
#
   4  -3               12.8514  63
   4  -2               22.1673  64
   4  -1                5.5481  65
   4   0               34.3943  66
   4   1               10.6023  67
   4   2              170.3488  68
   4   3              124.4253  69
#
   5  -3               20.5524  70
   5  -2                7.7175  71
   5  -1               14.4663  72
   5   0               12.6585  73
   5   1               28.9639  74
   5   2               30.1687  75
   5   3              265.8102  76
#
