    0   1.0000000000000000
    1    .7087681389499445
    2    .5923145678938900
    3    .4682150036167790
    4    .4274818999773454
    5    .3632267894707699
    6    .3419304603356462
    7    .3031539931590072
    8    .2922887012327420
    9    .2625364754540997
   10    .2570909288963088
   11    .2345021921871638
   12    .2302481302498686
   13    .2105978192885226
   14    .2082905696983662
   15    .1909160364551431
   16    .1893522630413909
   17    .1742571634504698
   18    .1738662817820942
   19    .1596325530955933
   20    .1604031013442264
   21    .1460880046463614
   22    .1495463301698366
   23    .1350392174284278
   24    .1396550335490025
   25    .1255417168242878
   26    .1318884828941876
   27    .1165114478369268
   28    .1255283255438228
   29    .1063804968040454
   30    .1208683633297081
   31    .0952307317553209
   32    .1215768893111902
   33    .0793172751597067
   34    .1550763442958463
