j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 16 8.5 1.75499 43.2083 41.453311612083560 29.329203055229012 2.932917E+01 24.6562
2 17 9.5 6.01554 32.8421 26.826558704731564 26.372840787975839 2.637282E+01 22.1906
3 18 10.5 7.75417 27.1573 19.403127266720848 24.951049230225191 2.495105E+01 20.1732
4 19 11.5 7.65729 23.4132 15.755913145446044 22.896623805255114 2.289646E+01 18.4921
5 20 12.5 7.69298 20.7048 13.011817262473414 22.154334040690266 2.215432E+01 17.0697
6 21 13.5 7.62478 18.6290 11.004216037165770 21.175731552391166 2.117573E+01 15.8504
7 22 14.5 7.24767 16.9740 9.7263327845510581 21.236543521432001 2.123640E+01 14.7937
8 23 15.5 7.09232 15.6161 8.5237846823076282 20.287692000649859 2.028754E+01 13.8691
9 24 16.5 6.68253 14.4775 7.7949706473148872 19.254459058529491 1.925445E+01 13.0533
10 25 17.5 6.46327 13.5061 7.0428340462220014 18.647914953624479 1.864728E+01 12.3281
11 26 18.5 6.08295 12.6658 6.5828541450300113 18.983653670162528 1.898354E+01 11.6792
12 27 19.5 5.80437 11.9305 6.1261289095764502 17.720678259132139 1.772039E+01 11.0953
13 28 20.5 5.7098 11.2807 5.5708961695150565 17.796053131234292 1.779561E+01 10.5669
14 29 21.5 5.55931 10.7017 5.1423855639094507 17.186158415785332 1.718507E+01 10.0866
15 30 22.5 5.1643 10.1821 5.0178001183592889 16.679852422109406 1.667967E+01 9.64807
16 31 23.5 4.9087 9.7128 4.8040993659255351 16.147229012628674 1.614722E+01 9.24607
17 32 24.5 4.54439 9.2867 4.7423140096607108 18.058108778259218 1.805689E+01 8.87622
18 33 25.5 4.43933 8.8978 4.4584701162977955 17.383766453998629 1.738250E+01 8.53483
19 34 26.5 4.31692 8.5413 4.2243777571624070 16.092729492305160 1.609225E+01 8.21873
20 35 27.5 4.07556 8.2132 4.1376369312128576 16.062109221697209 1.606094E+01 7.9252
21 36 28.5 4.17552 7.9102 3.7346777987505080 18.231361759773474 1.822991E+01 7.65192
22 37 29.5 4.09459 7.6294 3.5348084735098788 19.034534496713388 1.903282E+01 7.39685
23 38 30.5 3.99188 7.3683 3.3764232004329191 18.085848918050118 1.808505E+01 7.15825
24 39 31.5 4.00753 7.1250 3.1174700877646084 14.316852888684025 1.431643E+01 6.93455
25 40 32.5 3.83101 6.8976 3.0665927619822497 20.648746789805141 2.064647E+01 6.72441
