j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 2 1.5 -7.03645 30.0000 37.036448263510493 2535.0812021819843 2.535078E+03 28.6479
2 3 2.5 -3.7683 19.4712 23.239503108211228 2544.0876340717891 2.544079E+03 19.0986
3 4 3.5 -2.50747 14.4775 16.984973638207109 2551.1300095825445 2.551128E+03 14.3239
4 5 4.5 -1.86236 11.5370 13.399363152192203 2544.3967178782541 2.544397E+03 11.4592
5 6 5.5 -1.48155 9.5941 11.075645940625044 2540.9852420480656 2.540971E+03 9.5493
6 7 6.5 -1.23055 8.2132 9.4437512133650543 2530.9802344740751 2.530918E+03 8.18511
7 8 7.5 -1.05492 7.1808 8.2357203789846860 2522.4472991887196 2.522393E+03 7.16197
8 9 8.5 -0.924858 6.3794 7.3042581956584245 2510.5775843228389 2.510577E+03 6.3662
9 10 9.5 -0.824626 5.7392 6.5638262497672510 2499.5160641966127 2.499430E+03 5.72958
10 11 10.5 -0.745505 5.2159 5.9614046831309180 2486.0958489750660 2.485978E+03 5.20871
11 12 11.5 -0.682359 4.7802 5.4625586706571587 2473.1645235205556 2.473033E+03 4.77465
12 13 12.5 -0.629924 4.4117 5.0416237392879397 2458.3711217197369 2.458181E+03 4.40737
13 14 13.5 -0.5869 4.0960 4.6828998863296487 2443.6279844337150 2.443591E+03 4.09256
14 15 14.5 -0.549847 3.8226 4.3724469463283286 2427.1889309454291 2.427080E+03 3.81972
15 16 15.5 -0.518886 3.5833 4.1021863558163263 2410.9284166986095 2.410928E+03 3.58099
16 17 16.5 -0.491011 3.3723 3.8633106930671404 2393.2635268723875 2.393021E+03 3.37034
17 18 17.5 -0.467333 3.1847 3.6520328613187019 2375.0341540594654 2.374574E+03 3.1831
18 19 18.5 -0.446343 3.0170 3.4633426455581326 2356.8275466004889 2.356531E+03 3.01557
19 20 19.5 -0.427725 2.8660 3.2937245554434575 2338.3779699703105 2.338368E+03 2.86479
20 21 20.5 -0.411197 2.7294 3.1405971641003947 2319.3836031609330 2.318944E+03 2.72837
21 22 21.5 -0.396789 2.6053 3.0020887282632009 2300.1721388262672 2.300171E+03 2.60435
22 23 22.5 -0.382781 2.4919 2.8746811238376826 2281.3010513042686 2.281103E+03 2.49112
23 24 23.5 -0.370685 2.3880 2.7586853573191901 2260.0009508307803 2.259434E+03 2.38732
24 25 24.5 -0.358698 2.2924 2.6510975683549458 2240.5170912550898 2.239667E+03 2.29183
25 26 25.5 -0.347643 2.2042 2.5518429818531110 2220.1506206783483 2.219269E+03 2.20368
26 27 26.5 -0.33858 2.1226 2.4611801084037599 2199.3035366134823 2.198693E+03 2.12207
27 28 27.5 -0.329014 2.0467 2.3757136934984948 2179.8678330375733 2.179613E+03 2.04628
28 29 28.5 -0.320883 1.9761 2.2969825241933974 2158.4331386506401 2.158429E+03 1.97572
29 30 29.5 -0.313023 1.9102 2.2232234140117679 2136.8493918662271 2.136586E+03 1.90986
30 31 30.5 -0.304165 1.8486 2.1527647030082409 2118.3952868223341 2.117263E+03 1.84825
31 32 31.5 -0.29784 1.7908 2.0886397381094111 2098.6147473835399 2.098545E+03 1.79049
32 33 32.5 -0.291012 1.7365 2.0275122812993196 2082.3078113051047 2.081875E+03 1.73624
33 34 33.5 -0.284065 1.6854 1.9694649759078453 2059.5751548442204 2.059024E+03 1.68517
34 35 34.5 -0.279109 1.6372 1.9163088196418714 2039.4635282820118 2.039297E+03 1.63702
35 36 35.5 -0.269884 1.5918 1.8616835544630572 2029.3684732049669 2.028416E+03 1.59155
36 37 36.5 -0.262934 1.5487 1.8116342667046930 1999.3546476966337 1.999262E+03 1.54853
37 38 37.5 -0.257191 1.5080 1.7651912841596509 2096.7344288155455 2.095831E+03 1.50778
38 39 38.5 -0.235263 1.4693 1.7045629758552014 1939.8356203583598 1.939820E+03 1.46912
39 40 39.5 -0.199473 1.4325 1.6319728078733593 2197.0416435337224 2.196087E+03 1.43239
