j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 5 3 0.30848 39.2315 38.923019686745533 305.55073986849078 3.055506E+02 32.7404
2 6 4 3.08066 28.1255 25.044838595797469 294.33404821546424 2.943330E+02 25.4648
3 7 5 3.46864 22.2077 18.739064085863539 291.07292799120478 2.910716E+02 20.8348
4 8 6 3.38612 18.4349 15.048776316177024 284.81619372708963 2.848130E+02 17.6295
5 9 7 3.16917 15.7932 12.624027550979633 281.59154595389208 2.815905E+02 15.2789
6 10 8 2.96297 13.8302 10.867226450717343 277.68480753308904 2.776822E+02 13.4814
7 11 9 2.69545 12.3100 9.6145496911641839 276.71832300816862 2.767177E+02 12.0623
8 12 10 2.49625 11.0958 8.5995459481442307 273.00506866341220 2.730051E+02 10.9135
9 13 11 2.31392 10.1026 7.7886841182210373 269.93594548066341 2.699354E+02 9.96448
10 14 12 2.14686 9.2745 7.1276393357501711 266.50579714288779 2.665017E+02 9.16732
11 15 13 1.99054 8.5731 6.5825624231079818 265.12380517517892 2.651219E+02 8.48826
12 16 14 1.85776 7.9712 6.1134438958482127 262.63210629758026 2.626308E+02 7.90287
13 17 15 1.74143 7.4488 5.7073722245839109 259.32498805719018 2.593246E+02 7.393
14 18 16 1.64545 6.9912 5.3457500878076587 255.28147250583456 2.552624E+02 6.94494
15 19 17 1.53676 6.5868 5.0500366185463470 253.48093389294388 2.534563E+02 6.54809
16 20 18 1.44807 6.2269 4.7788256811713623 251.00035783948854 2.509955E+02 6.19414
17 21 19 1.3659 5.9044 4.5384978765112400 248.15862930651195 2.481407E+02 5.87649
18 22 20 1.30138 5.6138 4.3124246569798927 245.37748527350485 2.453754E+02 5.58983
19 23 21 1.23173 5.3506 4.1188673350120739 242.65806533432695 2.426530E+02 5.32984
20 24 22 1.18155 5.1111 3.9295525784806919 237.05499805987131 2.370416E+02 5.09296
21 25 23 1.11311 4.8921 3.7789914866004453 235.99250363835836 2.359854E+02 4.87624
22 26 24 1.04781 4.6912 3.6433899389745750 232.70243574918757 2.326696E+02 4.67721
23 27 25 0.999013 4.5062 3.5071866862275369 228.88354966717566 2.288826E+02 4.49379
24 28 26 0.953709 4.3353 3.3815914758302963 226.97220933469782 2.269656E+02 4.32421
25 29 27 0.914746 4.1769 3.2621535119803888 220.76733810496683 2.207388E+02 4.16697
26 30 28 0.886211 4.0297 3.1434887985862332 215.96135709787441 2.159204E+02 4.02076
27 31 29 0.824231 3.8925 3.0682692015036714 216.90052055454262 2.168782E+02 3.88446
28 32 30 0.790667 3.7644 2.9737332045618228 208.40976277877337 2.083943E+02 3.7571
29 33 31 0.751339 3.6444 2.8930613034561419 209.89193187995124 2.098908E+02 3.63783
30 34 32 0.682379 3.5319 2.8495209510659154 209.59912958655676 2.095369E+02 3.52589
31 35 33 0.688654 3.4261 2.7374462105616013 205.28274169854146 2.052452E+02 3.42064
32 36 34 0.693296 3.3265 2.6332038996573410 212.38997337332012 2.123568E+02 3.32149
33 37 35 0.647609 3.2325 2.5848910812493200 201.39150887420217 2.013850E+02 3.22793
34 38 36 0.782789 3.1437 2.3609109146033971 190.01792264029513 1.899684E+02 3.13949
35 39 37 0.75606 3.0597 2.3036402135694392 167.51369819763141 1.675133E+02 3.05577
36 40 38 0.904827 2.9800 2.0751733786720963 223.56291502228402 2.235317E+02 2.9764
