j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 13 7 1.06852 42.7941 41.725581178952943 40.949538422551456 4.094952E+01 26.4638
2 14 8 5.88756 32.3115 26.423939763514113 36.471691713404887 3.647166E+01 23.3504
3 15 9 6.8822 26.5651 19.682896226600722 34.739877415600894 3.473985E+01 20.8925
4 16 10 7.25283 22.7865 15.533674118465450 33.123214458258602 3.312306E+01 18.9027
5 17 11 7.08677 20.0596 12.972831210115453 31.056750697141933 3.105662E+01 17.259
6 18 12 6.78252 17.9753 11.192775053759357 30.244725101208346 3.024471E+01 15.8783
7 19 13 6.70885 16.3184 9.6095528168387290 28.256585753305163 2.825656E+01 14.7021
8 20 14 6.30276 14.9632 8.6604352021994391 28.887461916596347 2.888690E+01 13.6882
9 21 15 5.99093 13.8302 7.8392662659897532 27.639903660405960 2.763925E+01 12.8051
10 22 16 5.73528 12.8665 7.1312228946417191 27.464769035278795 2.746427E+01 12.029
11 23 17 5.49158 12.0353 6.5437212866453063 26.305684676743489 2.630458E+01 11.3416
12 24 18 5.18369 11.3099 6.1262051971033840 26.809251109847306 2.680879E+01 10.7286
13 25 19 4.8734 10.6707 5.7973006983222835 26.152383285636830 2.615238E+01 10.1784
14 26 20 4.7119 10.1026 5.3906953902710644 25.722636149440969 2.572257E+01 9.68187
15 27 21 4.53752 9.5941 5.0565810484016716 25.227084314019468 2.522542E+01 9.23155
16 28 22 4.22991 9.1359 4.9059898018869079 25.631277786237238 2.563124E+01 8.82126
17 29 23 4.03126 8.7208 4.6895351576402433 24.362041446766295 2.436194E+01 8.44589
18 30 24 3.81279 8.3428 4.5300142691396141 25.389120650799249 2.538815E+01 8.10116
19 31 25 3.68232 7.9970 4.3146819203218119 24.654542394755939 2.465429E+01 7.78347
20 32 26 3.40682 7.6794 4.2725817450212524 24.254298155205653 2.425347E+01 7.48975
21 33 27 3.44983 7.3867 3.9368664584673598 23.734355180674029 2.373254E+01 7.2174
22 34 28 3.20246 7.1159 3.9134393017349640 25.545988678102983 2.554573E+01 6.96415
23 35 29 3.06006 6.8646 3.8045389632385933 25.096326794769098 2.509630E+01 6.72808
24 36 30 3.06747 6.6307 3.5632340890444736 25.749328114968524 2.574698E+01 6.50749
25 37 31 2.9415 6.4126 3.4711024848463534 25.021648649780222 2.502017E+01 6.3009
26 38 32 3.07807 6.2085 3.1304263067366902 27.782442926306501 2.778005E+01 6.10703
27 39 33 3.08135 6.0173 2.9359547765924092 21.617010644850339 2.161404E+01 5.92473
28 40 34 3.08987 5.8376 2.7477318272448690 26.766330661339833 2.675856E+01 5.753
