j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 34 17.5 6.69398 44.1573 37.463317662670782 0.97980258031106127 9.798015E-01 18.2855
2 35 18.5 10.5018 34.0981 23.596282340505809 0.96460460156629591 9.646046E-01 17.3231
3 36 19.5 11.2837 28.6014 17.317720209735235 0.95458151696146520 9.545804E-01 16.457
4 37 20.5 11.2731 24.9830 13.709861830333551 0.93469732396241589 9.346968E-01 15.6733
5 38 21.5 10.9289 22.3611 11.432192098744263 0.94546688250179856 9.454590E-01 14.9609
6 39 22.5 10.5736 20.3453 9.7716721641105551 0.91906360128338249 9.190555E-01 14.3104
7 40 23.5 10.0736 18.7313 8.6576846858468528 0.97070562846051800 9.706816E-01 13.7141
8 41 24.5 9.755 17.4006 7.6455968067258411 0.89701246397114687 8.969791E-01 13.1656
9 42 25.5 9.3665 16.2785 6.9120010270541821 0.91310421432680677 9.131014E-01 12.6592
10 43 26.5 9.07534 15.3156 6.2402615016683622 0.89333942314719050 8.933007E-01 12.1903
11 44 27.5 8.69475 14.4775 5.7827520645358792 1.0289629289422604 1.028954E+00 11.755
12 45 28.5 7.93479 13.7395 5.8047075658024605 1.0408833137929765 1.040883E+00 11.3496
13 46 29.5 7.72078 13.0833 5.3625206650988817 0.97286052281963820 9.728143E-01 10.9713
14 47 30.5 7.66994 12.4949 4.8249634593659163 1.1468267488638511 1.146795E+00 10.6174
15 48 31.5 7.51623 11.9635 4.4472700409979788 1.1787063671245508 1.178569E+00 10.2856
16 49 32.5 7.21099 11.4807 4.2697127508316894 1.0719095782955508 1.071855E+00 9.97392
17 50 33.5 6.96591 11.0395 4.0735883526333749 1.0160682936889687 1.016025E+00 9.68056
