j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 28 14.5 6.50834 43.9766 37.468259775255582 1.6046107397060099 1.604609E+00 19.8478
2 29 15.5 10.2461 33.8545 23.608383243828776 1.5816638520374593 1.581664E+00 18.6074
3 30 16.5 11.0013 28.3165 17.315165206768160 1.5547322832869612 1.554731E+00 17.5128
4 31 17.5 10.9428 24.6683 13.725455836360982 1.5364732900515277 1.536468E+00 16.5399
5 32 18.5 10.6314 22.0243 11.392909424687437 1.5211632376649253 1.521163E+00 15.6693
6 33 19.5 10.2323 19.9916 9.7593437399603076 1.4900953938966375 1.490068E+00 14.8859
7 34 20.5 9.77212 18.3646 8.5924753379887946 1.4867715526574952 1.486770E+00 14.177
8 35 21.5 9.40877 17.0239 7.6151342269213806 1.4407852174283280 1.440779E+00 13.5326
9 36 22.5 9.00346 15.8942 6.8907430476040510 1.4474629470003397 1.447460E+00 12.9442
10 37 23.5 8.60693 14.9256 6.3186678638574021 1.4528743771928103 1.452861E+00 12.4049
11 38 24.5 8.17976 14.0833 5.9035390674046413 1.5506456128222514 1.550645E+00 11.9087
12 39 25.5 7.99499 13.3424 5.3474093442676880 1.3936577691333549 1.393544E+00 11.4507
13 40 26.5 7.67074 12.6842 5.0134607033261895 1.4559455676377790 1.455935E+00 11.0266
14 41 27.5 7.29144 12.0948 4.8033640775981059 1.4353003805098306 1.435300E+00 10.6328
15 42 28.5 7.07276 11.5630 4.4902375808795290 1.3855252217552727 1.385519E+00 10.2661
16 43 29.5 6.71232 11.0804 4.3680837096429057 1.6233483534505497 1.623264E+00 9.92392
17 44 30.5 6.57974 10.6400 4.0602599644242021 1.6682626037131705 1.668106E+00 9.60379
18 45 31.5 6.32703 10.2361 3.9090707124931665 1.7975167313847036 1.797507E+00 9.30368
19 46 32.5 6.14113 9.8641 3.7229654941579979 1.5985806272923682 1.598520E+00 9.02175
20 47 33.5 6.08606 9.5202 3.4341441191560445 1.5897837690360104 1.589625E+00 8.7564
21 48 34.5 5.9614 9.2011 3.2397045222767118 1.6088954013070909 1.608650E+00 8.50622
22 49 35.5 5.85127 8.9041 3.0528255016631740 1.5633631111628623 1.562990E+00 8.26993
23 50 36.5 5.68443 8.6269 2.9424684157357928 1.4936494991391984 1.493329E+00 8.04642
