j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 40 20.5 6.78896 44.2837 37.494740373834354 0.61453465917738215 6.145346E-01 17.0387
2 41 21.5 10.7015 34.2699 23.568389655256912 0.61386933821090217 6.138681E-01 16.2642
3 42 22.5 11.4583 28.8038 17.345463028845515 0.64152060359406571 6.415159E-01 15.557
4 43 23.5 11.1265 25.2080 14.081462197865250 0.64824369277755622 6.482425E-01 14.9088
5 44 24.5 10.5546 22.6036 12.049026126905119 0.72107387451353855 7.210614E-01 14.3125
6 45 25.5 10.4142 20.6015 10.187318489180882 0.54047204825210393 5.404712E-01 13.762
7 46 26.5 9.9917 18.9985 9.0067968561216816 0.52978719877911506 5.297869E-01 13.2523
8 47 27.5 9.34449 17.6765 8.3320143636103943 0.71658261419260239 7.165720E-01 12.779
9 48 28.5 9.11128 16.5615 7.4502216123185789 0.80067776223512932 8.006421E-01 12.3383
10 49 29.5 8.28386 15.6042 7.3203432507941617 0.67415576190648896 6.741507E-01 11.9271
11 50 30.5 7.98247 14.7707 6.7882273535656950 0.63457815026051079 6.345763E-01 11.5423
