j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 17 9 5.69791 43.3139 37.615986586757963 2.0661881386183807 2.066188E+00 24.1245
2 18 10 9.16676 32.9790 23.812238811525472 2.0418486986900808 2.041848E+00 21.827
3 19 11 9.78095 27.3117 17.530745983788282 2.0165185862635200 2.016512E+00 19.929
4 20 12 9.64676 23.5782 13.931436109256483 1.9937307547198659 1.993720E+00 18.3346
5 21 13 9.28358 20.8761 11.592518669522050 1.9738622901331064 1.973861E+00 16.9765
6 22 14 8.86187 18.8038 9.9419309621901206 1.9530986016018779 1.953062E+00 15.8057
7 23 15 8.43095 17.1506 8.7196463944482332 1.9359727857774340 1.935963E+00 14.786
8 24 16 8.01128 15.7932 7.7819203821628538 1.9267743276496248 1.926764E+00 13.8899
9 25 17 7.63211 14.6541 7.0219941594409132 1.9071856429361858 1.907166E+00 13.0962
10 26 18 7.27704 13.6815 6.4044583614617343 1.8877677195034166 1.887767E+00 12.3883
11 27 19 6.94555 12.8396 5.8940516387399278 1.8754994256121018 1.875497E+00 11.753
12 28 20 6.62591 12.1023 5.4763857768984572 1.8861996334403384 1.886164E+00 11.1797
13 29 21 6.35541 11.4502 5.0947883678420842 1.8572530965246334 1.857251E+00 10.6597
14 30 22 6.04203 10.8689 4.8268726548537710 1.8841157657167358 1.884057E+00 10.1859
15 31 23 5.8523 10.3468 4.4944965074405596 1.8237312421626610 1.823729E+00 9.75247
16 32 24 5.55234 9.8750 4.3226642440711425 1.9331573386031164 1.933105E+00 9.35441
17 33 25 5.34516 9.4462 4.1010378760549315 1.9273425969384255 1.927342E+00 8.98757
18 34 26 5.02903 9.0547 4.0256670548818239 1.9949657655742887 1.994889E+00 8.64842
19 35 27 4.87264 8.6957 3.8230580180394735 2.0533434999061986 2.053272E+00 8.33393
20 36 28 4.70064 8.3650 3.6643597777193841 2.0345733523075511 2.034397E+00 8.04151
21 37 29 4.51902 8.0594 3.5403750659518374 2.1267855457768294 2.126525E+00 7.76892
22 38 30 4.35949 7.7761 3.4166069368606689 1.8514491184514978 1.851409E+00 7.5142
23 39 31 4.13417 7.5126 3.3784259593295696 1.8954647134821143 1.895399E+00 7.27565
24 40 32 3.97423 7.2669 3.2926656934188938 1.9093561939376194 1.909348E+00 7.05179
25 41 33 3.91123 7.0371 3.1258650253320623 1.9439201179598873 1.943804E+00 6.84129
26 42 34 3.8409 6.8219 2.9809991345152249 1.9197393547302943 1.919672E+00 6.64299
27 43 35 3.66004 6.6197 2.9596603115226681 1.8091336451488313 1.808863E+00 6.45586
28 44 36 3.50265 6.4294 2.9267496122838299 1.7267221492129752 1.726602E+00 6.27899
29 45 37 3.43806 6.2500 2.8119396148251181 1.7638736824841279 1.763847E+00 6.11155
30 46 38 3.40001 6.0805 2.6804861480732587 2.0336113393739854 2.033518E+00 5.95281
31 47 39 3.5048 5.9201 2.4153016792480040 1.9709239015139772 1.970850E+00 5.8021
32 48 40 3.37866 5.7682 2.3895355453314431 1.9345765038040559 1.934542E+00 5.65884
33 49 41 3.52603 5.6240 2.0979681320450680 1.9947649157085872 1.994763E+00 5.52248
34 50 42 3.45748 5.4869 2.0294247648956398 2.0257878542474357 2.025356E+00 5.39254
