j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 41 21 6.73219 44.3012 37.569013029865545 0.23524812194619724 2.352479E-01 16.8544
2 42 22 10.3519 34.2938 23.941856694519295 0.24390661256085533 2.439058E-01 16.1053
3 43 23 11.5662 28.8320 17.265839501417666 0.23226262343959306 2.322616E-01 15.42
4 44 24 11.4919 25.2394 13.747500502598269 0.28618123538482276 2.861776E-01 14.7906
5 45 25 11.2643 22.6375 11.373162299231961 0.25392403126015700 2.539225E-01 14.2106
6 46 26 10.4929 20.6375 10.144570022591932 0.33448324590913020 3.344765E-01 13.6744
7 47 27 10.0688 19.0361 8.9672636606945968 0.25274744283466066 2.527440E-01 13.1771
8 48 28 10.0098 17.7155 7.7056977679097569 0.25617181629367908 2.561717E-01 12.7147
9 49 29 9.12399 16.6015 7.4775065716500020 0.27913752587280616 2.791350E-01 12.2837
10 50 30 9.01723 15.6452 6.6279721580388253 0.24053244160149154 2.405281E-01 11.881
