j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 37 19 6.27238 44.2256 37.953217175251837 0.42152328644494691 4.215226E-01 17.6295
2 38 20 9.93465 34.1909 24.256254512479980 0.40473778724533716 4.047364E-01 16.7695
3 39 21 10.6241 28.7105 18.086432472879057 0.41165143559155876 4.116512E-01 15.9895
4 40 22 10.4384 25.1041 14.665690743844911 0.45862447852870070 4.586219E-01 15.2789
5 41 23 10.388 22.4915 12.103542266369217 0.40110853051115603 4.011085E-01 14.6287
6 42 24 9.98568 20.4829 10.497221196821425 0.43040059582069190 4.304006E-01 14.0316
7 43 25 9.96491 18.8746 8.9096932112980767 0.34318365287919600 3.431832E-01 13.4814
8 44 26 9.6168 17.5484 7.9315953603393190 0.41847309579457082 4.184663E-01 12.9726
9 45 27 9.22807 16.4299 7.2018305059313894 0.37366684490222241 3.736668E-01 12.5009
10 46 28 9.00319 15.4699 6.4667108880852924 0.45698273446167520 4.569705E-01 12.0623
11 47 29 8.33174 14.6341 6.3023563130319999 0.42187442884008736 4.218744E-01 11.6534
12 48 30 8.46135 13.8979 5.4365477355501737 0.34150532680592588 3.414896E-01 11.2713
13 49 31 8.12716 13.2430 5.1158355002314204 0.36997417270293731 3.699705E-01 10.9135
14 50 32 7.85653 12.6555 4.7989749353124953 0.32718268692640956 3.271827E-01 10.5777
