j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 12 6.5 5.1473 42.6099 37.462600018080941 7.4813553320415576 7.481347E+00 27.1469
2 13 7.5 8.47789 32.0788 23.600910662279258 7.4073259918396168 7.407326E+00 23.7536
3 14 8.5 9.00461 26.3084 17.303792081154043 7.3324174876055892 7.332417E+00 21.1143
4 15 9.5 8.81623 22.5178 13.701571902254591 7.2649685281113108 7.264968E+00 19.0029
5 16 10.5 8.42032 19.7856 11.365276835112834 7.2030907468578755 7.203020E+00 17.2753
6 17 11.5 7.97496 17.7001 9.7251398913744413 7.1447174558235744 7.144667E+00 15.8357
7 18 12.5 7.53512 16.0446 8.5094782789996621 7.0913839378183594 7.091375E+00 14.6176
8 19 13.5 7.12104 14.6923 7.5712643677878022 7.0396450650772042 7.039539E+00 13.5735
9 20 14.5 6.73883 13.5634 6.8245744914497912 6.9851748390349266 6.985080E+00 12.6686
10 21 15.5 6.38692 12.6044 6.2174831449728059 6.9368810722070160 6.936824E+00 11.8768
11 22 16.5 6.06618 11.7782 5.7120156132147804 6.8886197452569098 6.888588E+00 11.1782
12 23 17.5 5.77448 11.0582 5.2837211248877667 6.8304280086000633 6.830361E+00 10.5571
13 24 18.5 5.50407 10.4243 4.9202280982189670 6.7826527347325314 6.782534E+00 10.0015
14 25 19.5 5.25854 9.8617 4.6031618118048261 6.7323093810630557 6.732306E+00 9.50143
15 26 20.5 5.03397 9.3585 4.3245277362353143 6.6765362235262637 6.676313E+00 9.04898
16 27 21.5 4.82562 8.9056 4.0799787492504498 6.6184571242904724 6.618294E+00 8.63766
17 28 22.5 4.62133 8.4956 3.8742708601342102 6.5931471158570645 6.592851E+00 8.26211
18 29 23.5 4.4414 8.1227 3.6813028766937270 6.5403467497655665 6.540175E+00 7.91786
19 30 24.5 4.26607 7.7818 3.5157305141007500 6.5457363280096654 6.545602E+00 7.60114
20 31 25.5 4.12237 7.4689 3.3465307648368889 6.4468559099310490 6.445566E+00 7.30879
21 32 26.5 3.95217 7.1808 3.2286346522556197 6.4875924775460163 6.487071E+00 7.0381
22 33 27.5 3.81045 6.9144 3.1039496566572899 6.4679479379368932 6.467937E+00 6.78674
23 34 28.5 3.71213 6.6674 2.9552674495126250 6.2347006601391319 6.233277E+00 6.55271
24 35 29.5 3.56573 6.4377 2.8719741592551036 6.2538601401049503 6.253268E+00 6.33429
25 36 30.5 3.47074 6.2235 2.7527604973423623 6.1408073982002946 6.139020E+00 6.12996
26 37 31.5 3.3639 6.0233 2.6594002332887730 6.2664706620859238 6.265026E+00 5.93839
27 38 32.5 3.29157 5.8358 2.5442314243463122 5.9999569845231786 5.998087E+00 5.75844
28 39 33.5 3.19466 5.6597 2.4650392522413456 5.8601047701025539 5.858937E+00 5.58908
29 40 34.5 3.14114 5.4941 2.3529605119947075 5.5207391690565695 5.518548E+00 5.42939
30 41 35.5 3.00433 5.3380 2.3336733351330259 5.4037990999111241 5.402660E+00 5.27857
31 42 36.5 2.91924 5.1906 2.2713565400710465 5.2831402626930011 5.282322E+00 5.13591
32 43 37.5 2.85915 5.0512 2.1920519436271668 5.4493927907004958 5.449322E+00 5.00075
33 44 38.5 2.78156 4.9191 2.1375394723808716 5.4454565752963555 5.443752E+00 4.87253
34 45 39.5 2.71386 4.7939 2.0800411658098401 5.0361528261449671 5.035700E+00 4.75072
35 46 40.5 2.66685 4.6749 2.0080545258708438 4.6348903301813635 4.634817E+00 4.63484
36 47 41.5 2.43682 4.5617 2.1248757176365123 5.4815701628513596 5.480848E+00 4.52449
37 48 42.5 2.31309 4.4539 2.1408149937284189 5.6100324922048914 5.608075E+00 4.41927
38 49 43.5 2.6799 4.3512 1.6713035961006002 5.9239709673774197 5.922149E+00 4.31883
39 50 44.5 2.63418 4.2531 1.6189208879335446 6.0459475710181181 6.045062E+00 4.22286
