 # List of d(q) for j, j' =           12          21
 #    0  1.00000000
 #    1  0.52009980
 #    2  0.42517121
 #    3  0.25567622
 #    4  0.23665266
 #    5  0.15667112
 #    6  0.16007400
 #    7  0.11152400
 #    8  0.12157783
 #    9  0.08639544
 #   10  0.09895840
 #   11  0.07062744
 #   12  0.08390556
 #   13  0.05967011
 #   14  0.07361646
 #   15  0.05116891
 #   16  0.06622995
 #   17  0.04426088
 #   18  0.06149103
 #   19  0.03849069
 #   20  0.05869251
 #   21  0.03264726
 #   22  0.05930379
 #   23  0.02565483
 #   24  0.07337823
       0.0    152.8333034      0.0000000
       0.1    152.8070801      0.2666985
       0.2    152.7284336      0.5331217
       0.3    152.5974346      0.7989946
       0.4    152.4142010      1.0640432
       0.5    152.1788972      1.3279945
       0.6    151.8917346      1.5905775
       0.7    151.5529711      1.8515228
       0.8    151.1629104      2.1105638
       0.9    150.7219023      2.3674367
       1.0    150.2303420      2.6218810
       1.1    149.6886693      2.8736396
       1.2    149.0973688      3.1224597
       1.3    148.4569686      3.3680928
       1.4    147.7680402      3.6102951
       1.5    147.0311977      3.8488281
       1.6    146.2470966      4.0834586
       1.7    145.4164341      4.3139594
       1.8    144.5399470      4.5401095
       1.9    143.6184119      4.7616941
       2.0    142.6526438      4.9785055
       2.1    141.6434950      5.1903430
       2.2    140.5918546      5.3970133
       2.3    139.4986469      5.5983308
       2.4    138.3648309      5.7941177
       2.5    137.1913987      5.9842048
       2.6    135.9793746      6.1684308
       2.7    134.7298139      6.3466433
       2.8    133.4438017      6.5186990
       2.9    132.1224514      6.6844633
       3.0    130.7669036      6.8438109
       3.1    129.3783251      6.9966262
       3.2    127.9579070      7.1428029
       3.3    126.5068636      7.2822445
       3.4    125.0264310      7.4148642
       3.5    123.5178658      7.5405853
       3.6    121.9824435      7.6593410
       3.7    120.4214569      7.7710746
       3.8    118.8362152      7.8757395
       3.9    117.2280419      7.9732993
       4.0    115.5982737      8.0637279
       4.1    113.9482587      8.1470093
       4.2    112.2793553      8.2231376
       4.3    110.5929303      8.2921171
       4.4    108.8903573      8.3539624
       4.5    107.1730158      8.4086979
       4.6    105.4422890      8.4563582
       4.7    103.6995626      8.4969875
       4.8    101.9462231      8.5306401
       4.9    100.1836565      8.5573797
       5.0     98.4132467      8.5772796
       5.1     96.6363740      8.5904225
       5.2     94.8544135      8.5969002
       5.3     93.0687336      8.5968136
       5.4     91.2806951      8.5902723
       5.5     89.4916487      8.5773944
       5.6     87.7029347      8.5583067
       5.7     85.9158808      8.5331438
       5.8     84.1318010      8.5020483
       5.9     82.3519943      8.4651704
       6.0     80.5777431      8.4226677
       6.1     78.8103123      8.3747047
       6.2     77.0509477      8.3214527
       6.3     75.3008749      8.2630896
       6.4     73.5612977      8.1997993
       6.5     71.8333977      8.1317715
       6.6     70.1183322      8.0592013
       6.7     68.4172340      7.9822891
       6.8     66.7312095      7.9012400
       6.9     65.0613382      7.8162635
       7.0     63.4086715      7.7275732
       7.1     61.7742318      7.6353863
       7.2     60.1590114      7.5399234
       7.3     58.5639719      7.4414082
       7.4     56.9900432      7.3400666
       7.5     55.4381226      7.2361270
       7.6     53.9090743      7.1298196
       7.7     52.4037286      7.0213757
       7.8     50.9228811      6.9110280
       7.9     49.4672924      6.7990095
       8.0     48.0376872      6.6855539
       8.1     46.6347540      6.5708943
       8.2     45.2591446      6.4552635
       8.3     43.9114737      6.3388935
       8.4     42.5923186      6.2220149
       8.5     41.3022185      6.1048566
       8.6     40.0416749      5.9876456
       8.7     38.8111508      5.8706065
       8.8     37.6110707      5.7539611
       8.9     36.4418208      5.6379282
       9.0     35.3037485      5.5227230
       9.1     34.1971626      5.4085571
       9.2     33.1223333      5.2956380
       9.3     32.0794922      5.1841685
       9.4     31.0688327      5.0743470
       9.5     30.0905097      4.9663666
       9.6     29.1446405      4.8604152
       9.7     28.2313043      4.7566749
       9.8     27.3505431      4.6553222
       9.9     26.5023619      4.5565272
      10.0     25.6867290      4.4604537
      10.1     24.9035765      4.3672587
      10.2     24.1528009      4.2770925
      10.3     23.4342635      4.1900982
      10.4     22.7477912      4.1064118
      10.5     22.0931768      4.0261617
      10.6     21.4701798      3.9494686
      10.7     20.8785272      3.8764455
      10.8     20.3179141      3.8071975
      10.9     19.7880046      3.7418215
      11.0     19.2884323      3.6804064
      11.1     18.8188015      3.6230327
      11.2     18.3786880      3.5697725
      11.3     17.9676396      3.5206897
      11.4     17.5851775      3.4758394
      11.5     17.2307972      3.4352684
      11.6     16.9039691      3.3990150
      11.7     16.6041398      3.3671086
      11.8     16.3307332      3.3395705
      11.9     16.0831513      3.3164131
      12.0     15.8607753      3.2976406
      12.1     15.6629668      3.2832486
      12.2     15.4890688      3.2732243
      12.3     15.3384069      3.2675468
      12.4     15.2102904      3.2661867
      12.5     15.1040133      3.2691068
      12.6     15.0188554      3.2762618
      12.7     14.9540838      3.2875986
      12.8     14.9089538      3.3030563
      12.9     14.8827100      3.3225667
      13.0     14.8745876      3.3460542
      13.1     14.8838135      3.3734358
      13.2     14.9096074      3.4046218
      13.3     14.9511832      3.4395158
      13.4     15.0077498      3.4780146
      13.5     15.0785125      3.5200088
      13.6     15.1626742      3.5653832
      13.7     15.2594361      3.6140166
      13.8     15.3679995      3.6657820
      13.9     15.4875662      3.7205477
      14.0     15.6173401      3.7781765
      14.1     15.7565282      3.8385268
      14.2     15.9043414      3.9014524
      14.3     16.0599959      3.9668031
      14.4     16.2227140      4.0344249
      14.5     16.3917251      4.1041602
      14.6     16.5662668      4.1758482
      14.7     16.7455859      4.2493255
      14.8     16.9289393      4.3244257
      14.9     17.1155946      4.4009806
      15.0     17.3048316      4.4788200
      15.1     17.4959428      4.5577720
      15.2     17.6882341      4.6376636
      15.3     17.8810258      4.7183208
      15.4     18.0736536      4.7995693
      15.5     18.2654687      4.8812342
      15.6     18.4558394      4.9631410
      15.7     18.6441508      5.0451155
      15.8     18.8298062      5.1269843
      15.9     19.0122275      5.2085750
      16.0     19.1908556      5.2897167
      16.1     19.3651511      5.3702402
      16.2     19.5345947      5.4499782
      16.3     19.6986879      5.5287659
      16.4     19.8569531      5.6064411
      16.5     20.0089345      5.6828444
      16.6     20.1541977      5.7578198
      16.7     20.2923308      5.8312147
      16.8     20.4229443      5.9028803
      16.9     20.5456712      5.9726717
      17.0     20.6601676      6.0404484
      17.1     20.7661126      6.1060745
      17.2     20.8632087      6.1694188
      17.3     20.9511815      6.2303550
      17.4     21.0297801      6.2887621
      17.5     21.0987769      6.3445246
      17.6     21.1579679      6.3975325
      17.7     21.2071723      6.4476815
      17.8     21.2462327      6.4948736
      17.9     21.2750147      6.5390166
      18.0     21.2934070      6.5800246
      18.1     21.3013213      6.6178184
      18.2     21.2986915      6.6523251
      18.3     21.2854742      6.6834783
      18.4     21.2616479      6.7112187
      18.5     21.2272130      6.7354935
      18.6     21.1821913      6.7562571
      18.7     21.1266255      6.7734706
      18.8     21.0605789      6.7871021
      18.9     20.9841353      6.7971269
      19.0     20.8973981      6.8035273
      19.1     20.8004897      6.8062925
      19.2     20.6935517      6.8054190
      19.3     20.5767437      6.8009100
      19.4     20.4502429      6.7927758
      19.5     20.3142437      6.7810339
      19.6     20.1689571      6.7657083
      19.7     20.0146096      6.7468300
      19.8     19.8514434      6.7244366
      19.9     19.6797149      6.6985725
      20.0     19.4996948      6.6692884
      20.1     19.3116667      6.6366415
      20.2     19.1159269      6.6006951
      20.3     18.9127835      6.5615189
      20.4     18.7025557      6.5191881
      20.5     18.4855733      6.4737842
      20.6     18.2621753      6.4253939
      20.7     18.0327100      6.3741094
      20.8     17.7975338      6.3200282
      20.9     17.5570102      6.2632527
      21.0     17.3115098      6.2038903
      21.1     17.0614086      6.1420527
      21.2     16.8070882      6.0778561
      21.3     16.5489342      6.0114207
      21.4     16.2873359      5.9428708
      21.5     16.0226856      5.8723339
      21.6     15.7553774      5.7999412
      21.7     15.4858070      5.7258269
      21.8     15.2143706      5.6501279
      21.9     14.9414644      5.5729837
      22.0     14.6674835      5.4945360
      22.1     14.3928217      5.4149287
      22.2     14.1178704      5.3343072
      22.3     13.8430180      5.2528185
      22.4     13.5686495      5.1706104
      22.5     13.2951453      5.0878319
      22.6     13.0228812      5.0046323
      22.7     12.7522271      4.9211615
      22.8     12.4835468      4.8375690
      22.9     12.2171974      4.7540041
      23.0     11.9535287      4.6706158
      23.1     11.6928823      4.5875517
      23.2     11.4355916      4.5049588
      23.3     11.1819809      4.4229822
      23.4     10.9323649      4.3417657
      23.5     10.6870485      4.2614507
      23.6     10.4463262      4.1821766
      23.7     10.2104816      4.1040804
      23.8      9.9797870      4.0272961
      23.9      9.7545031      3.9519548
      24.0      9.5348785      3.8781845
      24.1      9.3211498      3.8061094
      24.2      9.1135407      3.7358502
      24.3      8.9122619      3.6675237
      24.4      8.7175112      3.6012425
      24.5      8.5294728      3.5371147
      24.6      8.3483175      3.4752442
      24.7      8.1742020      3.4157299
      24.8      8.0072694      3.3586658
      24.9      7.8476485      3.3041411
      25.0      7.6954540      3.2522394
      25.1      7.5507865      3.2030393
      25.2      7.4137322      3.1566136
      25.3      7.2843630      3.1130298
      25.4      7.1627365      3.0723494
