j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 3 2 -2.72826 35.2644 37.992657503181896 1928.3207782552815 1.928321E+03 32.4114
2 4 3 -0.23085 24.0948 24.325649614231995 1930.1941271554090 1.930192E+03 23.151
3 5 4 0.395603 18.4349 18.039296549891656 1909.9227125036693 1.909913E+03 18.0063
4 6 5 0.573118 14.9632 14.390082301669143 1903.0888611956627 1.903088E+03 14.7324
5 7 6 0.613682 12.6044 11.990718318409916 1881.2791869214038 1.881278E+03 12.4659
6 8 7 0.598306 10.8934 10.295093543538693 1871.0913153986421 1.871091E+03 10.8038
7 9 8 0.56531 9.5941 9.0287898678084506 1852.3576458344710 1.852337E+03 9.53276
8 10 9 0.531899 8.5731 8.0412014198019701 1836.5382028221509 1.836485E+03 8.52931
