j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 5 3 0.30848 39.2315 38.923019686745533 305.55073986849078 3.055506E+02 32.7404
2 6 4 3.08066 28.1255 25.044838595797469 294.33404821546424 2.943330E+02 25.4648
3 7 5 3.46864 22.2077 18.739064085863539 291.07292799120478 2.910716E+02 20.8348
4 8 6 3.38612 18.4349 15.048776316177024 284.81619372708963 2.848130E+02 17.6295
5 9 7 3.16917 15.7932 12.624027550979633 281.59154595389208 2.815905E+02 15.2789
6 10 8 2.96297 13.8302 10.867226450717343 277.68480753308904 2.776822E+02 13.4814
