j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 6 3.5 1.60449 40.2030 38.598506037404256 134.46369339116430 1.344637E+02 32.0293
2 7 4.5 4.17811 29.2059 25.027793369583847 133.67962336734982 1.336794E+02 25.6235
3 8 5.5 4.92216 23.2837 18.361535839128251 128.85382160406064 1.288532E+02 21.3529
4 9 6.5 4.61815 19.4712 14.853050803564892 128.44507403443123 1.284437E+02 18.3025
5 10 7.5 4.51704 16.7787 12.261658865164284 125.66448908125084 1.256632E+02 16.0147
