 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6   1188.2017      4.4741    7.867535E+01
    7    147.5727      8.1777    1.127463E+01
    8    283.2317     10.9801    2.452426E+01
    9     86.7221     13.4588    8.392446E+00
   10    142.0402     15.7691    1.519273E+01
   11     58.2166     17.9781    6.819928E+00
   12     85.4853     20.1212    1.088520E+01
   13     42.9375     22.2195    5.904806E+00
   14     58.2073     24.2866    8.597667E+00
   15     32.8986     26.3318    5.194506E+00
   16     42.8095     28.3621    7.195471E+00
   17     27.4198     30.3824    4.888071E+00
   18     33.8654     32.3968    6.382092E+00
   19     23.0600     34.4085    4.580671E+00
   20     27.7177     36.4203    5.788235E+00
   21     19.9873     38.4344    4.377516E+00
   22     23.8377     40.4529    5.463639E+00
   23     17.7224     42.4776    4.242536E+00
   24     21.0706     44.5101    5.258697E+00
   25     16.0238     46.5522    4.162371E+00
   26     18.9237     48.6052    5.108426E+00
   27     15.1052     50.6707    4.231500E+00
   28     17.9322     52.7501    5.206113E+00
   29     13.7503     54.8449    4.132086E+00
   30     15.5567     56.9567    4.833397E+00
   31     11.9482     59.0870    3.833965E+00
   32     13.4784     61.2374    4.462280E+00
   33     10.7692     63.4095    3.675051E+00
   34     12.1140     65.6051    4.257374E+00
   35     10.3237     67.8262    3.733351E+00
   36     11.1756     70.0747    4.155266E+00
   37     10.2506     72.3528    3.915757E+00
   38      9.8557     74.6629    3.865301E+00
   39     10.1552     77.0075    4.086210E+00
   40      9.4203     79.3895    3.886466E+00
   41      9.6085     81.8120    4.061990E+00
   42      8.9169     84.2784    3.860450E+00
   43      8.6828     86.7925    3.847549E+00
   44      8.6211     89.3588    3.908029E+00
   45      7.8656     91.9822    3.645679E+00
   46      8.2045     94.6681    3.886335E+00
   47      7.2314     97.4232    3.499058E+00
   48      8.7628    100.2549    4.329321E+00
   49      7.2264    103.1720    3.643865E+00
   50      8.5552    106.1850    4.401054E+00
   51      6.7910    109.3065    3.562674E+00
   52      8.2101    112.5520    4.390792E+00
   53      6.3754    115.9406    3.474532E+00
   54      7.1364    119.4966    3.961967E+00
   55      5.0720    123.2521    2.867526E+00
   56      5.9054    127.2499    3.398857E+00
   57      4.6991    131.5504    2.752439E+00
   58      6.1748    136.2432    3.679713E+00
   59      3.8336    141.4719    2.323587E+00
   60      7.6920    147.4946    4.740562E+00
   61      2.0938    154.8767    1.311733E+00
   62     15.2842    165.5736    9.731009E+00
