 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    3   5615.7606      3.8226    3.493324E+02
    4    358.8271      7.3262    2.869855E+01
    5    738.9962     10.1297    7.223824E+01
    6    110.2291     12.7081    1.273421E+01
    7    262.0163     15.1795    3.492624E+01
    8     67.5189     17.5922    1.020015E+01
    9    137.4340     19.9705    2.320492E+01
   10     44.4455     22.3285    8.294292E+00
   11     88.3648     24.6753    1.806090E+01
   12     35.1612     27.0171    7.811527E+00
   13     66.5167     29.3586    1.595977E+01
   14     30.4497     31.7032    7.847174E+00
   15     53.0407     34.0540    1.461178E+01
   16     26.4828     36.4136    7.766227E+00
   17     39.6947     38.7841    1.234619E+01
   18     22.2679     41.1677    7.321722E+00
   19     31.9541     43.5665    1.107448E+01
   20     18.3820     45.9824    6.697440E+00
   21     23.8369     48.4174    9.108576E+00
   22     16.4409     50.8736    6.574615E+00
   23     20.3368     53.3530    8.494009E+00
   24     14.3772     55.8578    6.260408E+00
   25     17.0506     58.3904    7.727555E+00
   26     13.1506     60.9532    6.193750E+00
   27     14.4312     63.5488    7.053382E+00
   28     11.9449     66.1802    6.050477E+00
   29     13.4511     68.8505    7.052483E+00
   30     11.0534     71.5632    5.991809E+00
   31     12.6434     74.3220    7.078426E+00
   32     10.9213     77.1313    6.308410E+00
   33     12.0457     79.9958    7.171980E+00
   34     10.3742     82.9210    6.361155E+00
   35     11.1039     85.9131    7.005935E+00
   36      9.6245     88.9791    6.243574E+00
   37     10.6357     92.1273    7.088586E+00
   38      8.5860     95.3674    5.875081E+00
   39     10.4410     98.7109    7.329957E+00
   40      8.6417    102.1715    6.220373E+00
   41      9.8692    105.7664    7.279345E+00
   42      7.6123    109.5164    5.749990E+00
   43      9.5049    113.4484    7.348506E+00
   44      7.4189    117.5972    5.867617E+00
   45     10.3286    122.0101    8.352473E+00
   46      7.6625    126.7531    6.332653E+00
   47      9.7942    131.9247    8.268464E+00
   48      5.9712    137.6823    5.147135E+00
   49      9.8377    144.3092    8.654879E+00
   50      5.3123    152.4263    4.768000E+00
   51     19.1584    164.1837    1.753593E+01
