 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14     81.1924     20.5141    2.385450E+01
   15     16.4921     37.2409    5.179580E+00
   16     37.9224     49.7410    1.267846E+01
   17     13.6045     60.8548    4.824002E+00
   18     27.6078     71.4314    1.034881E+01
   19     13.5709     81.9239    5.362041E+00
   20     24.6827     92.6841    1.025259E+01
   21     11.8633    104.0939    5.168099E+00
   22     24.5028    116.7155    1.117082E+01
   23     12.0917    131.6805    5.757608E+00
   24     32.8289    152.8427    1.629706E+01
