 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   11    287.2270      6.4377    2.498054E+01
   12     49.6177     11.5091    4.690567E+00
   13    108.6192     15.2163    1.108968E+01
   14     36.9967     18.4065    4.057044E+00
   15     70.9218     21.3162    8.313620E+00
   16     29.6227     24.0505    3.696471E+00
   17     50.2387     26.6664    6.648982E+00
   18     23.5185     29.1987    3.290486E+00
   19     36.6538     31.6706    5.405456E+00
   20     19.0766     34.0981    2.957560E+00
   21     26.9169     36.4933    4.376654E+00
   22     16.2797     38.8652    2.770178E+00
   23     21.1645     41.2212    3.761444E+00
   24     14.1658     43.5670    2.624738E+00
   25     16.6054     45.9077    3.202346E+00
   26     12.9642     48.2476    2.598186E+00
   27     13.4461     50.5904    2.796454E+00
   28     11.3613     52.9396    2.448790E+00
   29     11.4401     55.2983    2.552293E+00
   30     10.4099     57.6696    2.401182E+00
   31      9.9894     60.0564    2.379735E+00
   32      9.2330     62.4615    2.269368E+00
   33      8.7801     64.8879    2.224452E+00
   34      8.7443     67.3385    2.281512E+00
   35      8.0059     69.8162    2.149400E+00
   36      8.1526     72.3243    2.250441E+00
   37      7.5444     74.8662    2.139610E+00
   38      7.9890     77.4454    2.326119E+00
   39      6.8787     80.0658    2.054860E+00
   40      7.2608     82.7319    2.223915E+00
   41      6.7275     85.4484    2.111449E+00
   42      6.9174     88.2205    2.223364E+00
   43      6.8974     91.0544    2.269099E+00
   44      6.9604     93.9569    2.342464E+00
   45      7.6948     96.9361    2.647814E+00
   46      6.8257    100.0011    2.400374E+00
   47      7.9211    103.1630    2.845495E+00
   48      6.8274    106.4350    2.504239E+00
   49      7.7401    109.8331    2.897547E+00
   50      6.3145    113.3775    2.411621E+00
   51      7.7323    117.0935    3.011582E+00
   52      5.7950    121.0141    2.300867E+00
   53      7.5390    125.1840    3.050326E+00
   54      5.4749    129.6660    2.256583E+00
   55      7.8996    134.5528    3.315712E+00
   56      4.2422    139.9936    1.812668E+00
   57      8.9835    146.2561    3.906539E+00
   58      3.5107    153.9271    1.553203E+00
   59     18.6099    165.0368    8.374130E+00
