 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    5   1904.2200      3.4698    9.890372E+01
    6    302.7311      6.4025    1.858246E+01
    7    465.0758      8.6500    3.293956E+01
    8    169.6210     10.6564    1.361543E+01
    9    233.5726     12.5390    2.095455E+01
   10    110.6313     14.3479    1.096984E+01
   11    146.8315     16.1090    1.594593E+01
   12     77.3008     17.8377    9.124873E+00
   13    104.2337     19.5437    1.328846E+01
   14     57.5774     21.2336    7.884113E+00
   15     78.5491     22.9122    1.149756E+01
   16     45.0639     24.5830    7.021753E+00
   17     61.4987     26.2488    1.016335E+01
   18     36.3734     27.9116    6.354603E+00
   19     50.5693     29.5732    9.312244E+00
   20     29.6939     31.2350    5.748492E+00
   21     42.4952     32.8985    8.628020E+00
   22     25.6465     34.5645    5.449334E+00
   23     36.0121     36.2343    7.991883E+00
   24     22.5976     37.9086    5.228309E+00
   25     31.6357     39.5883    7.618166E+00
   26     20.5320     41.2742    5.138187E+00
   27     27.7396     42.9672    7.203867E+00
   28     19.2876     44.6679    5.191058E+00
   29     24.9995     46.3771    6.964439E+00
   30     18.1227     48.0955    5.219820E+00
   31     22.9267     49.8239    6.820009E+00
   32     17.1724     51.5631    5.270444E+00
   33     21.2356     53.3138    6.718033E+00
   34     15.6879     55.0768    5.111128E+00
   35     19.4886     56.8529    6.533439E+00
   36     14.7791     58.6431    5.094173E+00
   37     18.1111     60.4481    6.413704E+00
   38     13.5154     62.2689    4.913856E+00
   39     16.1627     64.1066    6.028980E+00
   40     12.1163     65.9621    4.634019E+00
   41     14.5233     67.8367    5.691755E+00
   42     10.9412     69.7313    4.391235E+00
   43     13.0731     71.6475    5.370326E+00
   44     10.0405     73.5864    4.219375E+00
   45     11.9033     75.5496    5.114599E+00
   46      9.5403     77.5387    4.189361E+00
   47     11.8315     79.5554    5.307210E+00
   48      9.6136     81.6016    4.403121E+00
   49     11.7382     83.6794    5.487058E+00
   50      9.5552     85.7910    4.556842E+00
   51     11.7037     87.9390    5.691978E+00
   52      9.7172     90.1262    4.817628E+00
   53     11.6992     92.3556    5.910752E+00
   54     10.0391     94.6308    5.166829E+00
   55     11.9507     96.9557    6.263530E+00
   56      9.4953     99.3347    5.066289E+00
   57     12.1408    101.7731    6.592467E+00
   58     11.9181    104.2768    6.584089E+00
   59     12.1638    106.8525    6.834694E+00
   60      9.1165    109.5084    5.208544E+00
   61      9.3671    112.2542    5.440178E+00
   62      5.5234    115.1014    3.260013E+00
   63      6.2994    118.0641    3.777511E+00
   64      3.7124    121.1602    2.261243E+00
   65      5.3819    124.4119    3.328969E+00
   66      2.4712    127.8487    1.551895E+00
   67      4.3819    131.5102    2.793181E+00
   68      1.3597    135.4519    8.795621E-01
   69      4.2597    139.7563    2.795739E+00
   70      0.8862    144.5558    5.900023E-01
   71      4.8025    150.0878    3.242696E+00
   72      0.6150    156.8727    4.210619E-01
   73      9.2809    166.7084    6.441845E+00
