 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2  23962.2114      3.7725    1.550615E+03
    3    627.2107      7.5522    5.682225E+01
    4   1519.4315     10.6889    1.769826E+02
    5    188.3746     13.6385    2.681773E+01
    6    380.8692     16.5065    6.408054E+01
    7     79.1140     19.3343    1.535860E+01
    8    179.5205     22.1425    3.949753E+01
    9     53.4131     24.9432    1.313434E+01
   10    110.0839     27.7442    2.991921E+01
   11     43.0220     30.5514    1.280635E+01
   12     72.9055     33.3693    2.358888E+01
   13     32.0958     36.2016    1.121551E+01
   14     51.6313     39.0520    1.937840E+01
   15     25.1515     41.9236    1.009096E+01
   16     38.3285     44.8196    1.636978E+01
   17     20.4494     47.7433    9.263083E+00
   18     29.6824     50.6981    1.421372E+01
   19     19.5186     53.6873    9.851905E+00
   20     24.4382     56.7147    1.296761E+01
   21     16.1523     59.7844    8.988967E+00
   22     21.0504     62.9008    1.225970E+01
   23     15.5076     66.0687    9.432991E+00
   24     19.9735     69.2936    1.266652E+01
   25     14.6201     72.5814    9.650004E+00
   26     18.2974     75.9392    1.255082E+01
   27     13.3741     79.3749    9.519940E+00
   28     15.4324     82.8975    1.138453E+01
   29     10.9842     86.5178    8.387401E+00
   30     14.0873     90.2486    1.112153E+01
   31      9.8911     94.1050    8.064772E+00
   32     14.5148     98.1056    1.221044E+01
   33     10.3879    102.2737    9.007609E+00
   34     14.4840    106.6386    1.293435E+01
   35      9.1131    111.2389    8.373971E+00
   36     12.8153    116.1261    1.210761E+01
   37      8.0212    121.3731    7.785878E+00
   38     12.6684    127.0878    1.262465E+01
   39      8.0538    133.4434    8.234456E+00
   40     15.2806    140.7511    1.601889E+01
   41      9.6852    149.6940    1.040384E+01
   42     24.7480    162.6400    2.722488E+01
