 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14    186.1571      6.7480    1.727577E+01
   15     18.2780     11.9920    1.813218E+00
   16     74.3759     15.7854    7.854272E+00
   17     17.9048     19.0199    2.005383E+00
   18     46.4325     21.9470    5.497732E+00
   19     14.8546     24.6790    1.853896E+00
   20     32.7067     27.2772    4.291215E+00
   21     12.5259     29.7792    1.723603E+00
   22     24.9161     32.2102    3.587999E+00
   23     10.5443     34.5878    1.585898E+00
   24     19.5478     36.9249    3.065164E+00
   25      8.9490     39.2315    1.460510E+00
   26     16.4209     41.5155    2.785047E+00
   27      8.0180     43.7831    1.411200E+00
   28     13.7960     46.0399    2.516447E+00
   29      6.9054     48.2902    1.303769E+00
   30     11.6118     50.5380    2.266674E+00
   31      6.1787     52.7869    1.245654E+00
   32     10.1850     55.0401    2.118528E+00
   33      5.4108     57.3006    1.160102E+00
   34      8.8036     59.5712    1.943879E+00
   35      4.8299     61.8547    1.097378E+00
   36      7.7937     64.1537    1.820649E+00
   37      4.2661     66.4709    1.023887E+00
   38      7.0637     68.8090    1.740535E+00
   39      3.8771     71.1708    9.801529E-01
   40      6.5443     73.5591    1.696321E+00
   41      3.6962     75.9771    9.817328E-01
   42      6.0795     78.4279    1.653661E+00
   43      3.5788     80.9151    9.963603E-01
   44      5.9794     83.4423    1.702971E+00
   45      3.6793     86.0139    1.071436E+00
   46      6.2226     88.6343    1.851887E+00
   47      3.7844     91.3088    1.150483E+00
   48      6.1140     94.0432    1.897828E+00
   49      4.1737     96.8441    1.322258E+00
   50      6.3993     99.7194    2.068300E+00
   51      4.2405    102.6779    1.397700E+00
   52      6.1763    105.7303    2.075283E+00
   53      4.4304    108.8894    1.517003E+00
   54      5.8946    112.1707    2.056083E+00
   55      4.0147    115.5937    1.426053E+00
   56      5.7259    119.1829    2.070532E+00
   57      4.1748    122.9703    1.536361E+00
   58      5.8075    126.9991    2.174377E+00
   59      4.0980    131.3299    1.560553E+00
   60      6.4029    136.0526    2.479259E+00
   61      2.4809    141.3114    9.765042E-01
   62      5.7464    147.3653    2.298612E+00
   63      1.7087    154.7815    6.944313E-01
   64     10.5057    165.5225    4.336850E+00
