 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2  25182.5684      3.4509    1.490134E+03
    3    777.4639      6.9073    6.440706E+01
    4   1606.1725      9.7748    1.710763E+02
    5    204.0542     12.4703    2.656400E+01
    6    411.3242     15.0898    6.328239E+01
    7    106.8405     17.6711    1.896629E+01
    8    196.1811     20.2327    3.946947E+01
    9     65.9887     22.7854    1.483810E+01
   10    116.7022     25.3361    2.900371E+01
   11     43.3597     27.8898    1.180237E+01
   12     78.6576     30.4502    2.327212E+01
   13     33.9588     33.0204    1.085104E+01
   14     55.6253     35.6032    1.909086E+01
   15     28.2430     38.2011    1.036162E+01
   16     42.2241     40.8165    1.649034E+01
   17     24.2440     43.4517    1.004217E+01
   18     32.7164     46.1092    1.432592E+01
   19     20.0863     48.7913    9.270855E+00
   20     26.0404     51.5007    1.263533E+01
   21     17.1184     54.2399    8.711378E+00
   22     22.1583     57.0119    1.180060E+01
   23     15.6844     59.8197    8.724107E+00
   24     20.6050     62.6667    1.194879E+01
   25     15.5731     65.5566    9.399408E+00
   26     18.5373     68.4935    1.162727E+01
   27     14.2179     71.4819    9.254509E+00
   28     16.6761     74.5268    1.124928E+01
   29     13.0297     77.6340    9.097911E+00
   30     14.3156     80.8099    1.033462E+01
   31     11.4187     84.0622    8.513584E+00
   32     11.9196     87.3995    9.169175E+00
   33      9.6835     90.8319    7.678253E+00
   34     11.7470     94.3716    9.592489E+00
   35      9.3058     98.0332    7.819290E+00
   36     10.1580    101.8343    8.775792E+00
   37      8.6550    105.7972    7.682164E+00
   38     10.5960    109.9499    9.655792E+00
   39      8.2270    114.3292    7.691726E+00
   40     11.3805    118.9846    1.090942E+01
   41      7.1522    123.9856    7.025431E+00
   42     11.6474    129.4355    1.171664E+01
   43      7.8458    135.4999    8.078146E+00
   44     14.5524    142.4766    1.532780E+01
   45      9.5064    151.0183    1.023794E+01
   46     25.9490    163.3873    2.856004E+01
