 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10    219.4236     11.4905    3.609144E+01
   11     29.9053     20.7048    5.387379E+00
   12     87.1171     27.5235    1.705866E+01
   13     24.3468     33.4696    5.148814E+00
   14     51.1753     38.9689    1.162412E+01
   15     18.7867     44.2135    4.561564E+00
   16     36.1928     49.3108    9.354868E+00
   17     15.7988     54.3300    4.331055E+00
   18     28.2691     59.3211    8.192477E+00
   19     13.4694     64.3236    4.114475E+00
   20     22.2141     69.3720    7.133688E+00
   21     12.5205     74.4986    4.216884E+00
   22     19.7427     79.7366    6.958580E+00
   23     10.8654     85.1218    3.999863E+00
   24     16.9502     90.6961    6.505377E+00
   25      9.8226     96.5104    3.923722E+00
   26     16.2811    102.6308    6.758669E+00
   27      9.5803    109.1476    4.127084E+00
   28     17.4676    116.1923    7.798474E+00
   29      9.2362    123.9742    4.268221E+00
   30     18.7167    132.8672    8.942535E+00
   31      9.4550    143.6908    4.665558E+00
   32     29.2424    159.2952    1.488771E+01
