 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14    196.6789      7.4714    2.011366E+01
   15     22.2255     13.2851    2.429677E+00
   16     72.5150     17.4938    8.438731E+00
   17     19.4284     21.0858    2.397952E+00
   18     41.8625     24.3398    5.462132E+00
   19     16.2286     27.3803    2.231932E+00
   20     28.6977     30.2754    4.149218E+00
   21     14.6923     33.0670    2.227889E+00
   22     22.0504     35.7832    3.499164E+00
   23     12.5788     38.4437    2.084838E+00
   24     17.5987     41.0632    3.040969E+00
   25     11.2975     43.6530    2.031832E+00
   26     15.3741     46.2221    2.873432E+00
   27     10.0755     48.7781    1.954180E+00
   28     13.4797     51.3273    2.709508E+00
   29      8.9791     53.8752    1.868186E+00
   30     11.8367     56.4266    2.546219E+00
   31      8.0235     58.9862    1.782542E+00
   32     10.6252     61.5582    2.435487E+00
   33      7.2543     64.1466    1.713980E+00
   34      9.3637     66.7555    2.278410E+00
   35      6.6208     69.3889    1.657693E+00
   36      8.2698     72.0509    2.128890E+00
   37      6.4029     74.7457    1.693454E+00
   38      7.8930     77.4779    2.143227E+00
   39      5.8635     80.2522    1.633501E+00
   40      7.5537     83.0739    2.157645E+00
   41      5.1678     85.9488    1.512583E+00
   42      7.0960     88.8833    2.127002E+00
   43      4.8193     91.8847    1.478559E+00
   44      6.5919     94.9613    2.068883E+00
   45      4.4380     98.1229    1.424177E+00
   46      6.5685    101.3807    2.154192E+00
   47      4.4358    104.7485    1.486041E+00
   48      6.6108    108.2428    2.261315E+00
   49      4.5626    111.8841    1.592880E+00
   50      6.5248    115.6984    2.323935E+00
   51      4.1559    119.7195    1.509516E+00
   52      7.4796    123.9932    2.769510E+00
   53      3.6565    128.5833    1.379700E+00
   54      6.9695    133.5849    2.678943E+00
   55      3.7965    139.1498    1.486078E+00
   56      7.6061    145.5514    3.030929E+00
   57      4.3850    153.3885    1.778291E+00
   58     15.7565    164.7337    6.501012E+00
