 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4   1251.7978     13.8302    2.776822E+02
    5     40.9574     26.1755    1.110443E+01
    6    222.9245     35.9847    7.142865E+01
    7     32.2407     45.0744    1.191975E+01
    8     98.6356     53.9501    4.132891E+01
    9     26.6567     62.8656    1.248335E+01
   10     62.6815     72.0036    3.244367E+01
   11     22.0343     81.5398    1.249103E+01
   12     49.0760     91.6861    3.023991E+01
   13     19.5002    102.7492    1.297700E+01
   14     43.2882    115.2555    3.094132E+01
   15     18.5345    130.3413    1.416165E+01
   16     55.8307    151.9740    4.541071E+01
