 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   11    271.3979      5.6597    2.137577E+01
   12     30.6566     10.1131    2.624530E+00
   13    108.0566     13.3662    9.990853E+00
   14     27.6582     16.1630    2.746688E+00
   15     65.9759     18.7115    7.003813E+00
   16     21.8264     21.1038    2.466514E+00
   17     46.2443     23.3898    5.542603E+00
   18     17.7036     25.6000    2.243111E+00
   19     34.7963     27.7546    4.647134E+00
   20     14.8800     29.8674    2.089172E+00
   21     27.2486     31.9487    4.012362E+00
   22     12.9589     34.0064    1.996954E+00
   23     22.2927     36.0465    3.587964E+00
   24     11.2163     38.0740    1.882059E+00
   25     18.3722     40.0928    3.208624E+00
   26      9.6860     42.1064    1.757955E+00
   27     15.4966     44.1177    2.918681E+00
   28      8.5722     46.1293    1.673226E+00
   29     13.2767     48.1435    2.682438E+00
   30      7.6478     50.1625    1.597548E+00
   31     11.8487     52.1883    2.556223E+00
   32      6.9058     54.2227    1.537145E+00
   33     10.6426     56.2676    2.441800E+00
   34      6.2187     58.3246    1.469387E+00
   35      9.6149     60.3956    2.337710E+00
   36      5.5292     62.4823    1.382206E+00
   37      8.7122     64.5865    2.237570E+00
   38      4.9954     66.7100    1.317190E+00
   39      8.1247     68.8548    2.197971E+00
   40      4.6313     71.0228    1.284622E+00
   41      7.6774     73.2160    2.182126E+00
   42      4.2091     75.4369    1.225168E+00
   43      6.8383     77.6876    2.037300E+00
   44      3.9762     79.9710    1.211841E+00
   45      6.2741     82.2897    1.955151E+00
   46      3.6444     84.6469    1.160637E+00
   47      5.7207     87.0461    1.861060E+00
   48      3.5625     89.4909    1.183352E+00
   49      5.6021     91.9858    1.899212E+00
   50      3.7297     94.5355    1.289979E+00
   51      5.3012     97.1456    1.869816E+00
   52      3.6645     99.8223    1.317624E+00
   53      5.4364    102.5730    1.991969E+00
   54      4.5095    105.4063    1.683226E+00
   55      5.6956    108.3325    2.164960E+00
   56      4.4335    111.3637    1.715587E+00
   57      6.8647    114.5150    2.703379E+00
   58      4.4316    117.8051    1.775554E+00
   59      5.5675    121.2576    2.268792E+00
   60      4.2161    124.9036    1.746963E+00
   61      5.2339    128.7847    2.204540E+00
   62      3.5508    132.9596    1.519930E+00
   63      4.8206    137.5154    2.096488E+00
   64      2.1316    142.5914    9.416357E-01
   65      5.5411    148.4382    2.485735E+00
   66      1.1660    155.6047    5.310528E-01
   67     10.9924    165.9885    5.081756E+00
