 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   11    318.7132      6.0233    2.623241E+01
   12     46.7978     10.7653    4.186737E+00
   13    112.7230     14.2303    1.089147E+01
   14     36.6819     17.2106    3.806800E+00
   15     66.4536     19.9274    7.372087E+00
   16     28.3175     22.4789    3.344099E+00
   17     45.6648     24.9184    5.719523E+00
   18     23.4847     27.2783    3.109546E+00
   19     33.8964     29.5801    4.730733E+00
   20     19.1360     31.8389    2.807665E+00
   21     26.4554     34.0656    4.070924E+00
   22     16.5331     36.2686    2.662423E+00
   23     22.3716     38.4545    3.762748E+00
   24     14.6195     40.6287    2.563532E+00
   25     18.6797     42.7957    3.409183E+00
   26     12.7910     44.9592    2.425999E+00
   27     16.0885     47.1225    3.166565E+00
   28     11.5331     49.2886    2.352508E+00
   29     14.2713     51.4601    3.013185E+00
   30     10.3521     53.6396    2.259792E+00
   31     12.5995     55.8294    2.840561E+00
   32      9.4674     58.0317    2.202188E+00
   33     11.4882     60.2489    2.754463E+00
   34      8.6617     62.4831    2.138762E+00
   35     10.3048     64.7366    2.618232E+00
   36      8.2833     67.0116    2.163896E+00
   37      9.5712     69.3106    2.568845E+00
   38      7.4723     71.6360    2.058995E+00
   39      8.7514     73.9905    2.474086E+00
   40      6.9200     76.3769    2.005863E+00
   41      7.8883     78.7982    2.342997E+00
   42      6.0565     81.2577    1.842260E+00
   43      7.4970     83.7591    2.334087E+00
   44      5.8488     86.3065    1.862803E+00
   45      7.1800     88.9042    2.338170E+00
   46      5.1541     91.5573    1.715323E+00
   47      6.5754     94.2716    2.235404E+00
   48      4.8365     97.0537    1.678855E+00
   49      6.2750     99.9112    2.223101E+00
   50      4.5528    102.8529    1.645547E+00
   51      6.7801    105.8895    2.499099E+00
   52      4.7263    109.0337    1.775909E+00
   53      7.1690    112.3010    2.745065E+00
   54      3.8857    115.7106    1.515675E+00
   55      7.6831    119.2872    3.051896E+00
   56      4.1913    123.0626    1.694874E+00
   57      6.7138    127.0799    2.762972E+00
   58      4.1740    131.3997    1.747626E+00
   59      6.5020    136.1119    2.768880E+00
   60      3.1517    141.3604    1.364710E+00
   61      6.9410    147.4039    3.055184E+00
   62      2.2580    154.8092    1.010053E+00
   63     14.5149    165.5369    6.596719E+00
