 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12    325.1521      5.8376    2.675856E+01
   13     26.4722     10.4072    2.352827E+00
   14    129.0741     13.7319    1.232178E+01
   15     26.7979     16.5808    2.734630E+00
   16     78.9698     19.1691    8.578496E+00
   17     22.7545     21.5929    2.621631E+00
   18     54.7204     23.9043    6.664801E+00
   19     19.3112     26.1349    2.479191E+00
   20     40.4159     28.3060    5.454718E+00
   21     17.0131     30.4321    2.408175E+00
   22     31.2397     32.5241    4.627597E+00
   23     16.2712     34.5901    2.517408E+00
   24     25.6144     36.6365    4.131583E+00
   25     14.8523     38.6686    2.493447E+00
   26     20.5353     40.6905    3.582722E+00
   27     13.0217     42.7059    2.357581E+00
   28     16.8354     44.7178    3.158890E+00
   29     11.9576     46.7289    2.322374E+00
   30     14.3002     48.7417    2.871495E+00
   31     11.0765     50.7585    2.297097E+00
   32     12.4892     52.7812    2.672294E+00
   33     10.0353     54.8118    2.213305E+00
   34     10.6821     56.8522    2.426286E+00
   35      9.3542     58.9041    2.186257E+00
   36      9.4773     60.9695    2.277423E+00
   37      8.7551     63.0500    2.161516E+00
   38      8.8108     65.1475    2.233275E+00
   39      8.6983     67.2639    2.262026E+00
   40      8.5376     69.4010    2.276444E+00
   41      8.7120     71.5610    2.380302E+00
   42      8.3966     73.7458    2.349409E+00
   43      7.9698     75.9577    2.282458E+00
   44      7.6402     78.1993    2.238365E+00
   45      6.9171     80.4729    2.072057E+00
   46      6.8752     82.7816    2.104769E+00
   47      6.4266     85.1284    2.009745E+00
   48      6.2591     87.5167    1.998572E+00
   49      5.8075     89.9503    1.892608E+00
   50      5.8978     92.4336    1.960865E+00
   51      6.1438     94.9713    2.083102E+00
   52      6.1416     97.5689    2.122790E+00
   53      6.2430    100.2326    2.198940E+00
   54      6.0976    102.9699    2.187870E+00
   55      5.9920    105.7893    2.189429E+00
   56      6.4127    108.7009    2.385369E+00
   57      6.6091    111.7170    2.501937E+00
   58      6.7249    114.8525    2.590048E+00
   59      6.1080    118.1259    2.392667E+00
   60      6.3109    121.5609    2.513697E+00
   61      6.3913    125.1882    2.587799E+00
   62      6.6136    129.0495    2.721348E+00
   63      6.1226    133.2030    2.559622E+00
   64      8.0016    137.7352    3.397838E+00
   65      4.9930    142.7850    2.153124E+00
   66      6.8291    148.6015    2.989863E+00
   67      2.3999    155.7308    1.066505E+00
   68     12.3177    166.0604    5.555029E+00
