 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10    385.2384      5.3046    2.859897E+01
   11     43.4845      9.5036    3.535606E+00
   12    142.7671     12.5848    1.261740E+01
   13     38.7866     15.2438    3.702091E+00
   14     83.5289     17.6742    8.563205E+00
   15     31.3027     19.9614    3.430402E+00
   16     57.4268     22.1517    6.699311E+00
   17     25.5229     24.2731    3.157909E+00
   18     42.6715     26.3440    5.581375E+00
   19     21.3948     28.3774    2.949677E+00
   20     33.1436     30.3824    4.803802E+00
   21     18.3403     32.3663    2.787895E+00
   22     27.4019     34.3345    4.359079E+00
   23     15.9342     36.2915    2.647462E+00
   24     23.1345     38.2409    4.007354E+00
   25     14.3053     40.1858    2.579103E+00
   26     20.1936     42.1289    3.783478E+00
   27     12.5116     44.0724    2.432636E+00
   28     17.1673     46.0184    3.459222E+00
   29     11.0871     47.9689    2.312446E+00
   30     14.9633     49.9255    3.226701E+00
   31      9.8042     51.8900    2.183505E+00
   32     13.1789     53.8639    3.028266E+00
   33      8.9265     55.8488    2.114256E+00
   34     11.6785     57.8462    2.848641E+00
   35      8.2010     59.8576    2.058386E+00
   36     10.6923     61.8846    2.759279E+00
   37      7.7565     63.9287    2.056500E+00
   38      9.6142     65.9916    2.617010E+00
   39      7.2028     68.0749    2.011546E+00
   40      8.6496     70.1805    2.476752E+00
   41      6.7056     72.3101    1.967512E+00
   42      8.0628     74.4658    2.422738E+00
   43      6.2032     76.6497    1.907816E+00
   44      7.4865     78.8642    2.355431E+00
   45      6.1052     81.1117    1.964006E+00
   46      7.1220     83.3951    2.341459E+00
   47      5.4307     85.7172    1.823816E+00
   48      6.7531     88.0816    2.315669E+00
   49      5.1168     90.4918    1.790751E+00
   50      6.9140     92.9522    2.468609E+00
   51      5.5195     95.4674    2.009734E+00
   52      7.2700     98.0430    2.698518E+00
   53      5.0055    100.6850    1.893358E+00
   54      7.6222    103.4008    2.937030E+00
   55      5.2272    106.1989    2.051132E+00
   56      8.0168    109.0893    3.202440E+00
   57      5.2678    112.0842    2.141552E+00
   58      7.3541    115.1985    3.041704E+00
   59      4.7832    118.4505    2.012181E+00
   60      7.2189    121.8638    3.087863E+00
   61      5.6334    125.4690    2.449499E+00
   62      5.4981    129.3075    2.429541E+00
   63      3.1277    133.4373    1.404205E+00
   64      4.1754    137.9445    1.904098E+00
   65      1.6069    142.9672    7.441521E-01
   66      4.2155    148.7535    1.981994E+00
   67      1.1453    155.8468    5.465811E-01
   68      8.5424    166.1258    4.137157E+00
