 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   11    124.1825     17.7001    3.190897E+01
   12     20.0854     32.1336    5.609770E+00
   13     53.2894     42.9341    1.607419E+01
   14     15.6636     52.5084    5.074744E+00
   15     35.3203     61.5540    1.223237E+01
   16     13.6064     70.4156    5.016279E+00
   17     29.6716     79.3249    1.160202E+01
   18     12.7018     88.4836    5.250389E+00
   19     28.1014     98.1135    1.224382E+01
   20     12.5492    108.5150    5.748101E+00
   21     28.9306    120.1850    1.389794E+01
   22     12.5192    134.1751    6.293810E+00
   23     40.6135    154.1233    2.132518E+01
