 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2  26276.9320      3.1798    1.432751E+03
    3    942.3138      6.3640    7.193158E+01
    4   1658.9468      9.0051    1.628175E+02
    5    233.5621     11.4869    2.801696E+01
    6    433.7977     13.8979    6.149738E+01
    7    117.7703     16.2726    1.926429E+01
    8    215.0777     18.6279    3.987221E+01
    9     79.3548     20.9736    1.644193E+01
   10    126.9732     23.3158    2.907752E+01
   11     53.8580     25.6589    1.350840E+01
   12     80.5985     28.0061    2.197318E+01
   13     39.3360     30.3600    1.158190E+01
   14     55.5889     32.7228    1.757972E+01
   15     30.2346     35.0967    1.022097E+01
   16     41.2564     37.4834    1.484675E+01
   17     24.7773     39.8848    9.456883E+00
   18     32.5585     42.3026    1.313688E+01
   19     21.4712     44.7387    9.131601E+00
   20     28.6093     47.1948    1.279137E+01
   21     19.5790     49.6729    9.180894E+00
   22     24.0088     52.1750    1.178173E+01
   23     18.4445     54.7032    9.453459E+00
   24     21.9756     57.2597    1.174256E+01
   25     16.7280     59.8469    9.303368E+00
   26     19.6152     62.4676    1.133691E+01
   27     15.3069     65.1245    9.180703E+00
   28     19.1308     67.8208    1.189143E+01
   29     14.2272     70.5600    9.153716E+00
   30     16.5975     73.3458    1.104075E+01
   31     13.0315     76.1825    8.952843E+00
   32     14.3643     79.0751    1.018178E+01
   33     12.1522     82.0288    8.878829E+00
   34     13.5726     85.0500    1.021264E+01
   35     10.0459     88.1457    7.778094E+00
   36     11.6499     91.3244    9.274085E+00
   37      9.3070     94.5957    7.611968E+00
   38     12.3233     97.9712    1.034770E+01
   39     10.5823    101.4649    9.116605E+00
   40     13.0747    105.0939    1.154896E+01
   41      9.8295    108.8793    8.896834E+00
   42     12.4759    112.8481    1.156423E+01
   43      9.0253    117.0357    8.562624E+00
   44     10.2751    121.4895    9.972454E+00
   45      6.7543    126.2763    6.702668E+00
   46     10.4718    131.4953    1.062014E+01
   47      7.0912    137.3053    7.346311E+00
   48     12.2490    143.9923    1.295682E+01
   49      8.3331    152.1825    8.996380E+00
   50     24.3099    164.0455    2.677507E+01
