 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6    498.1267     12.6044    9.591491E+01
    7     39.0979     23.2237    8.686556E+00
    8    142.5935     31.3602    3.590472E+01
    9     30.8938     38.6734    8.694165E+00
   10     76.9680     45.6215    2.394046E+01
   11     22.3768     52.4150    7.623050E+00
   12     54.1138     59.1797    2.003784E+01
   13     20.1912     66.0070    8.074745E+00
   14     41.5411     72.9761    1.784345E+01
   15     17.8396     80.1667    8.191242E+00
   16     34.4100     87.6696    1.681905E+01
   17     16.8889     95.6004    8.755326E+00
   18     31.5557    104.1213    1.729348E+01
   19     15.4160    113.4840    8.905109E+00
   20     29.5164    124.1348    1.792463E+01
   21     14.9160    137.0480    9.500003E+00
   22     39.6696    155.6217    2.644072E+01
