 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7    524.3530      7.6893    5.893000E+01
    8     59.9895     13.9843    7.640919E+00
    9    159.9702     18.7134    2.277268E+01
   10     34.5431     22.8790    5.435031E+00
   11     86.2719     26.7550    1.486684E+01
   12     26.7478     30.4614    5.010136E+00
   13     56.7724     34.0631    1.148477E+01
   14     22.4609     37.5999    4.880301E+00
   15     42.9339     41.0986    9.972028E+00
   16     19.5275     44.5787    4.828164E+00
   17     32.5898     48.0552    8.546163E+00
   18     15.3433     51.5405    4.253456E+00
   19     26.7056     55.0454    7.803481E+00
   20     14.2369     58.5797    4.373415E+00
   21     23.8112     62.1528    7.671339E+00
   22     12.8045     65.7738    4.317144E+00
   23     20.6338     69.4526    7.266052E+00
   24     11.2095     73.1993    4.115321E+00
   25     17.1455     77.0250    6.551516E+00
   26      9.7336     80.9425    3.865190E+00
   27     15.6446     84.9661    6.446865E+00
   28     10.1867     89.1128    4.350406E+00
   29     14.5682     93.4029    6.439903E+00
   30      9.6576     97.8615    4.413880E+00
   31     13.0955    102.5202    6.181361E+00
   32      8.7744    107.4196    4.273190E+00
   33     12.9528    112.6147    6.502194E+00
   34      8.7751    118.1822    4.536518E+00
   35     13.4432    124.2360    7.151258E+00
   36      8.5100    130.9584    4.654509E+00
   37     15.2221    138.6769    8.553764E+00
   38      8.9210    148.1103    5.146663E+00
   39     25.1426    161.7531    1.488191E+01
