 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2  18067.2590      5.6004    1.737168E+03
    3    269.9469     11.2244    3.633758E+01
    4   1162.4742     15.9016    2.011896E+02
    5    101.6000     20.3131    2.149147E+01
    6    287.9725     24.6185    7.199030E+01
    7     63.2996     28.8830    1.825878E+01
    8    141.7475     33.1407    4.633871E+01
    9     44.3837     37.4139    1.621649E+01
   10     89.5379     41.7188    3.615812E+01
   11     29.2395     46.0693    1.293235E+01
   12     61.3198     50.4783    2.947952E+01
   13     23.5223     54.9585    1.221302E+01
   14     45.9848     59.5236    2.564436E+01
   15     22.4050     64.1885    1.335630E+01
   16     35.2321     68.9701    2.235796E+01
   17     17.9839     73.8880    1.210407E+01
   18     29.5968     78.9661    2.105844E+01
   19     15.7249     84.2332    1.179321E+01
   20     24.1849     89.7259    1.906812E+01
   21     13.4646     95.4913    1.113375E+01
   22     21.5706    101.5931    1.866613E+01
   23     12.6249    108.1200    1.141052E+01
   24     21.7252    115.2040    2.047102E+01
   25     12.8819    123.0562    1.263368E+01
   26     22.8661    132.0566    2.330492E+01
   27     11.9714    143.0397    1.266156E+01
   28     34.0600    158.9114    3.733354E+01
