 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    8    505.1643      6.4294    4.647071E+01
    9     64.1249     11.6172    6.592924E+00
   10    163.2808     15.4762    1.855463E+01
   11     38.3206     18.8458    4.769336E+00
   12     90.1501     21.9572    1.219562E+01
   13     31.0626     24.9117    4.538364E+00
   14     56.5932     27.7638    8.880962E+00
   15     26.6213     30.5466    4.465692E+00
   16     40.1531     33.2821    7.170192E+00
   17     22.2179     35.9856    4.207933E+00
   18     31.7910     38.6686    6.365077E+00
   19     19.2932     41.3400    4.071615E+00
   20     26.3229     44.0068    5.840034E+00
   21     16.4647     46.6752    3.831070E+00
   22     22.1661     49.3503    5.397586E+00
   23     14.5075     52.0369    3.689676E+00
   24     19.6443     54.7392    5.208713E+00
   25     13.5329     57.4615    3.734727E+00
   26     18.0792     60.2078    5.185049E+00
   27     12.2471     62.9822    3.644968E+00
   28     16.0726     65.7887    4.957455E+00
   29     11.5859     68.6318    3.698959E+00
   30     15.4276     71.5159    5.092441E+00
   31     10.7815     74.4461    3.675509E+00
   32     13.9492     77.4278    4.906372E+00
   33     10.4870     80.4668    3.802103E+00
   34     12.8383     83.5700    4.793518E+00
   35      9.5612     86.7448    3.673403E+00
   36     12.0255     90.0000    4.750330E+00
   37      8.6047     93.3457    3.492165E+00
   38     10.5152     96.7939    4.381331E+00
   39      7.6656    100.3589    3.276959E+00
   40      9.7829    104.0582    4.287957E+00
   41      7.5408    107.9133    3.386829E+00
   42      9.1000    111.9517    4.185604E+00
   43      6.8436    116.2092    3.221823E+00
   44      9.1000    120.7339    4.382573E+00
   45      6.7204    125.5935    3.309286E+00
   46      9.4645    130.8884    4.762976E+00
   47      5.4259    136.7793    2.789287E+00
   48      9.5282    143.5555    5.001271E+00
   49      5.5171    151.8507    2.955588E+00
   50     19.4788    163.8603    1.064587E+01
