 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2  11241.8926      9.5941    1.852337E+03
    3     96.2621     19.3079    2.220567E+01
    4    744.0112     27.4502    2.206645E+02
    5     45.6377     35.2161    1.654348E+01
    6    191.6561     42.9064    8.210631E+01
    7     34.9174     50.6641    1.726011E+01
    8     98.2952     58.5887    5.506704E+01
    9     25.9650     66.7711    1.625745E+01
   10     64.6695     75.3125    4.475374E+01
   11     22.7500     84.3414    1.724328E+01
   12     50.0118     94.0387    4.120245E+01
   13     20.2918    104.6875    1.805489E+01
   14     43.6243    116.7917    4.169049E+01
   15     19.5112    131.4554    1.993224E+01
   16     56.9510    152.5498    6.193353E+01
